selection,src,dst,pair,path
875,h3,h10,h3->h10,s5 -> s2 -> s8
876,h2,h11,h2->h11,s5 -> s3 -> s8
877,h3,h10,h3->h10,s5 -> s1 -> s8
878,h4,h9,h4->h9,s6 -> s7
879,h2,h11,h2->h11,s5 -> s8
880,h1,h12,h1->h12,s5 -> s2 -> s8
881,h1,h12,h1->h12,s5 -> s3 -> s8
882,h2,h11,h2->h11,s5 -> s4 -> s8
883,h3,h10,h3->h10,s5 -> s1 -> s8
884,h4,h9,h4->h9,s6 -> s1 -> s7
885,h1,h12,h1->h12,s5 -> s2 -> s8
886,h2,h11,h2->h11,s5 -> s8
887,h3,h10,h3->h10,s5 -> s3 -> s8
888,h4,h9,h4->h9,s6 -> s1 -> s7
889,h1,h12,h1->h12,s5 -> s1 -> s8
890,h2,h11,h2->h11,s5 -> s4 -> s8
891,h3,h10,h3->h10,s5 -> s3 -> s8
892,h4,h9,h4->h9,s6 -> s1 -> s7
893,h1,h12,h1->h12,s5 -> s8
894,h3,h10,h3->h10,s5 -> s1 -> s8
895,h4,h9,h4->h9,s6 -> s1 -> s7
896,h2,h11,h2->h11,s5 -> s3 -> s8
897,h3,h10,h3->h10,s5 -> s4 -> s8
898,h2,h11,h2->h11,s5 -> s8
899,h1,h12,h1->h12,s5 -> s2 -> s8
900,h4,h9,h4->h9,s6 -> s1 -> s7
901,h3,h10,h3->h10,s5 -> s1 -> s8
902,h4,h9,h4->h9,s6 -> s1 -> s7
903,h1,h12,h1->h12,s5 -> s8
904,h2,h11,h2->h11,s5 -> s2 -> s8
905,h4,h9,h4->h9,s6 -> s3 -> s7
906,h3,h10,h3->h10,s5 -> s4 -> s8
907,h1,h12,h1->h12,s5 -> s8
908,h2,h11,h2->h11,s5 -> s2 -> s8
909,h2,h11,h2->h11,s5 -> s3 -> s8
910,h3,h10,h3->h10,s5 -> s1 -> s8
911,h4,h9,h4->h9,s6 -> s1 -> s7
912,h1,h12,h1->h12,s5 -> s8
913,h3,h10,h3->h10,s5 -> s4 -> s8
914,h1,h12,h1->h12,s5 -> s3 -> s8
915,h2,h11,h2->h11,s5 -> s2 -> s8
916,h4,h9,h4->h9,s6 -> s1 -> s7
917,h2,h11,h2->h11,s5 -> s8
918,h4,h9,h4->h9,s6 -> s3 -> s7
919,h3,h10,h3->h10,s5 -> s2 -> s8
920,h1,h12,h1->h12,s5 -> s4 -> s8
921,h4,h9,h4->h9,s6 -> s1 -> s7
922,h3,h10,h3->h10,s5 -> s3 -> s8
923,h1,h12,h1->h12,s5 -> s2 -> s8
924,h2,h11,h2->h11,s5 -> s4 -> s8
925,h2,h11,h2->h11,s5 -> s3 -> s8
926,h3,h10,h3->h10,s5 -> s8
927,h1,h12,h1->h12,s5 -> s1 -> s8
928,h4,h9,h4->h9,s6 -> s1 -> s7
929,h3,h10,h3->h10,s5 -> s8
930,h2,h11,h2->h11,s5 -> s3 -> s8
931,h4,h9,h4->h9,s6 -> s3 -> s7
932,h1,h12,h1->h12,s5 -> s2 -> s8
933,h4,h9,h4->h9,s6 -> s1 -> s7
934,h1,h12,h1->h12,s5 -> s4 -> s8
935,h2,h11,h2->h11,s5 -> s3 -> s8
936,h3,h10,h3->h10,s5 -> s2 -> s8
937,h3,h10,h3->h10,s5 -> s1 -> s8
938,h4,h9,h4->h9,s6 -> s7
939,h1,h12,h1->h12,s5 -> s8
940,h2,h11,h2->h11,s5 -> s4 -> s8
941,h1,h12,h1->h12,s5 -> s2 -> s8
942,h4,h9,h4->h9,s6 -> s3 -> s7
943,h3,h10,h3->h10,s5 -> s3 -> s8
944,h2,h11,h2->h11,s5 -> s4 -> s8
945,h1,h12,h1->h12,s5 -> s8
946,h2,h11,h2->h11,s5 -> s2 -> s8
947,h3,h10,h3->h10,s5 -> s3 -> s8
948,h4,h9,h4->h9,s6 -> s7
949,h2,h11,h2->h11,s5 -> s8
950,h4,h9,h4->h9,s6 -> s3 -> s7
951,h1,h12,h1->h12,s5 -> s8
952,h3,h10,h3->h10,s5 -> s3 -> s8
953,h1,h12,h1->h12,s5 -> s4 -> s8
954,h3,h10,h3->h10,s5 -> s2 -> s8
955,h2,h11,h2->h11,s5 -> s1 -> s8
956,h4,h9,h4->h9,s6 -> s3 -> s7
957,h3,h10,h3->h10,s5 -> s3 -> s8
958,h1,h12,h1->h12,s5 -> s1 -> s8
959,h2,h11,h2->h11,s5 -> s8
960,h4,h9,h4->h9,s6 -> s3 -> s7
961,h3,h10,h3->h10,s5 -> s4 -> s8
962,h2,h11,h2->h11,s5 -> s2 -> s8
963,h1,h12,h1->h12,s5 -> s3 -> s8
964,h4,h9,h4->h9,s6 -> s1 -> s7
965,h1,h12,h1->h12,s5 -> s8
966,h3,h10,h3->h10,s5 -> s4 -> s8
967,h4,h9,h4->h9,s6 -> s3 -> s7
968,h2,h11,h2->h11,s5 -> s1 -> s8
969,h2,h11,h2->h11,s5 -> s8
970,h3,h10,h3->h10,s5 -> s2 -> s8
971,h4,h9,h4->h9,s6 -> s1 -> s7
972,h1,h12,h1->h12,s5 -> s4 -> s8
973,h1,h12,h1->h12,s5 -> s8
974,h3,h10,h3->h10,s5 -> s4 -> s8
975,h2,h11,h2->h11,s5 -> s3 -> s8
976,h4,h9,h4->h9,s6 -> s1 -> s7
977,h1,h12,h1->h12,s5 -> s2 -> s8
978,h3,h10,h3->h10,s5 -> s3 -> s8
979,h4,h9,h4->h9,s6 -> s1 -> s7
980,h2,h11,h2->h11,s5 -> s4 -> s8
981,h2,h11,h2->h11,s5 -> s8
982,h4,h9,h4->h9,s6 -> s1 -> s7
983,h1,h12,h1->h12,s5 -> s4 -> s8
984,h3,h10,h3->h10,s5 -> s3 -> s8
985,h2,h11,h2->h11,s5 -> s8
986,h3,h10,h3->h10,s5 -> s4 -> s8
987,h1,h12,h1->h12,s5 -> s2 -> s8
988,h4,h9,h4->h9,s6 -> s1 -> s7
989,h2,h11,h2->h11,s5 -> s1 -> s8
990,h3,h10,h3->h10,s5 -> s3 -> s8
991,h4,h9,h4->h9,s6 -> s1 -> s7
992,h1,h12,h1->h12,s5 -> s4 -> s8
993,h1,h12,h1->h12,s5 -> s3 -> s8
994,h2,h11,h2->h11,s5 -> s8
995,h3,h10,h3->h10,s5 -> s4 -> s8
996,h4,h9,h4->h9,s6 -> s3 -> s7
997,h1,h12,h1->h12,s5 -> s1 -> s8
998,h2,h11,h2->h11,s5 -> s8
999,h4,h9,h4->h9,s6 -> s1 -> s7
1000,h3,h10,h3->h10,s5 -> s2 -> s8
1001,h4,h9,h4->h9,s6 -> s1 -> s7
1002,h1,h12,h1->h12,s5 -> s4 -> s8
1003,h3,h10,h3->h10,s5 -> s3 -> s8
1004,h2,h11,h2->h11,s5 -> s2 -> s8
1005,h1,h12,h1->h12,s5 -> s8
1006,h4,h9,h4->h9,s6 -> s1 -> s7
1007,h3,h10,h3->h10,s5 -> s3 -> s8
1008,h2,h11,h2->h11,s5 -> s2 -> s8
1009,h2,h11,h2->h11,s5 -> s4 -> s8
1010,h3,h10,h3->h10,s5 -> s3 -> s8
1011,h1,h12,h1->h12,s5 -> s8
1012,h4,h9,h4->h9,s6 -> s1 -> s7
1013,h1,h12,h1->h12,s5 -> s4 -> s8
1014,h3,h10,h3->h10,s5 -> s1 -> s8
1015,h4,h9,h4->h9,s6 -> s1 -> s7
1016,h2,h11,h2->h11,s5 -> s2 -> s8
1017,h3,h10,h3->h10,s5 -> s8
1018,h4,h9,h4->h9,s6 -> s1 -> s7
1019,h1,h12,h1->h12,s5 -> s2 -> s8
1020,h2,h11,h2->h11,s5 -> s1 -> s8
1021,h3,h10,h3->h10,s5 -> s8
1022,h1,h12,h1->h12,s5 -> s4 -> s8
1023,h4,h9,h4->h9,s6 -> s3 -> s7
1024,h2,h11,h2->h11,s5 -> s2 -> s8
1025,h3,h10,h3->h10,s5 -> s8
1026,h2,h11,h2->h11,s5 -> s1 -> s8
1027,h4,h9,h4->h9,s6 -> s3 -> s7
1028,h1,h12,h1->h12,s5 -> s4 -> s8
1029,h3,h10,h3->h10,s5 -> s2 -> s8
1030,h1,h12,h1->h12,s5 -> s3 -> s8
1031,h4,h9,h4->h9,s6 -> s4 -> s7
1032,h2,h11,h2->h11,s5 -> s8
1033,h4,h9,h4->h9,s6 -> s1 -> s7
1034,h3,h10,h3->h10,s5 -> s8
1035,h1,h12,h1->h12,s5 -> s3 -> s8
1036,h2,h11,h2->h11,s5 -> s1 -> s8
1037,h4,h9,h4->h9,s6 -> s7
1038,h1,h12,h1->h12,s5 -> s2 -> s8
1039,h3,h10,h3->h10,s5 -> s4 -> s8
1040,h2,h11,h2->h11,s5 -> s1 -> s8
1041,h4,h9,h4->h9,s6 -> s3 -> s7
1042,h2,h11,h2->h11,s5 -> s8
1043,h1,h12,h1->h12,s5 -> s4 -> s8
1044,h3,h10,h3->h10,s5 -> s3 -> s8
1045,h1,h12,h1->h12,s5 -> s2 -> s8
1046,h4,h9,h4->h9,s6 -> s1 -> s7
1047,h3,h10,h3->h10,s5 -> s3 -> s8
1048,h2,h11,h2->h11,s5 -> s4 -> s8
1049,h2,h11,h2->h11,s5 -> s3 -> s8
1050,h4,h9,h4->h9,s6 -> s7
1051,h1,h12,h1->h12,s5 -> s4 -> s8
1052,h3,h10,h3->h10,s5 -> s2 -> s8
1053,h1,h12,h1->h12,s5 -> s2 -> s8
1054,h2,h11,h2->h11,s5 -> s8
1055,h4,h9,h4->h9,s6 -> s1 -> s7
1056,h3,h10,h3->h10,s5 -> s3 -> s8
1057,h1,h12,h1->h12,s5 -> s1 -> s8
1058,h4,h9,h4->h9,s6 -> s7
1059,h3,h10,h3->h10,s5 -> s4 -> s8
1060,h2,h11,h2->h11,s5 -> s2 -> s8
1061,h1,h12,h1->h12,s5 -> s3 -> s8
1062,h2,h11,h2->h11,s5 -> s8
1063,h4,h9,h4->h9,s6 -> s2 -> s7
1064,h3,h10,h3->h10,s5 -> s4 -> s8
1065,h2,h11,h2->h11,s5 -> s1 -> s8
1066,h4,h9,h4->h9,s6 -> s2 -> s7
1067,h1,h12,h1->h12,s5 -> s4 -> s8
1068,h3,h10,h3->h10,s5 -> s3 -> s8
1069,h3,h10,h3->h10,s5 -> s4 -> s8
1070,h4,h9,h4->h9,s6 -> s2 -> s7
1071,h1,h12,h1->h12,s5 -> s1 -> s8
1072,h2,h11,h2->h11,s5 -> s8
1073,h2,h11,h2->h11,s5 -> s3 -> s8
1074,h4,h9,h4->h9,s6 -> s2 -> s7
1075,h1,h12,h1->h12,s5 -> s1 -> s8
1076,h3,h10,h3->h10,s5 -> s4 -> s8
1077,h2,h11,h2->h11,s5 -> s2 -> s8
1078,h1,h12,h1->h12,s5 -> s4 -> s8
1079,h3,h10,h3->h10,s5 -> s3 -> s8
1080,h4,h9,h4->h9,s6 -> s2 -> s7
1081,h3,h10,h3->h10,s5 -> s8
1082,h2,h11,h2->h11,s5 -> s4 -> s8
1083,h4,h9,h4->h9,s6 -> s2 -> s7
1084,h1,h12,h1->h12,s5 -> s1 -> s8
1085,h3,h10,h3->h10,s5 -> s8
1086,h1,h12,h1->h12,s5 -> s2 -> s8
1087,h4,h9,h4->h9,s6 -> s2 -> s7
1088,h2,h11,h2->h11,s5 -> s4 -> s8
1089,h1,h12,h1->h12,s5 -> s1 -> s8
1090,h2,h11,h2->h11,s5 -> s8
1091,h3,h10,h3->h10,s5 -> s4 -> s8
1092,h4,h9,h4->h9,s6 -> s3 -> s7
1093,h2,h11,h2->h11,s5 -> s2 -> s8
1094,h3,h10,h3->h10,s5 -> s4 -> s8
1095,h4,h9,h4->h9,s6 -> s2 -> s7
1096,h1,h12,h1->h12,s5 -> s1 -> s8
1097,h2,h11,h2->h11,s5 -> s8
1098,h1,h12,h1->h12,s5 -> s3 -> s8
1099,h3,h10,h3->h10,s5 -> s4 -> s8
1100,h4,h9,h4->h9,s6 -> s2 -> s7
1101,h4,h9,h4->h9,s6 -> s4 -> s7
1102,h3,h10,h3->h10,s5 -> s8
1103,h1,h12,h1->h12,s5 -> s1 -> s8
1104,h2,h11,h2->h11,s5 -> s3 -> s8
1105,h4,h9,h4->h9,s6 -> s2 -> s7
1106,h1,h12,h1->h12,s5 -> s3 -> s8
1107,h3,h10,h3->h10,s5 -> s4 -> s8
1108,h2,h11,h2->h11,s5 -> s8
1109,h3,h10,h3->h10,s5 -> s8
1110,h1,h12,h1->h12,s5 -> s2 -> s8
1111,h2,h11,h2->h11,s5 -> s4 -> s8
1112,h4,h9,h4->h9,s6 -> s1 -> s7
1113,h1,h12,h1->h12,s5 -> s4 -> s8
1114,h2,h11,h2->h11,s5 -> s8
1115,h4,h9,h4->h9,s6 -> s3 -> s7
1116,h3,h10,h3->h10,s5 -> s3 -> s8
1117,h1,h12,h1->h12,s5 -> s1 -> s8
1118,h2,h11,h2->h11,s5 -> s2 -> s8
1119,h4,h9,h4->h9,s6 -> s3 -> s7
1120,h3,h10,h3->h10,s5 -> s3 -> s8
1121,h4,h9,h4->h9,s6 -> s2 -> s7
1122,h3,h10,h3->h10,s5 -> s4 -> s8
1123,h2,h11,h2->h11,s5 -> s8
1124,h1,h12,h1->h12,s5 -> s1 -> s8
1125,h4,h9,h4->h9,s6 -> s3 -> s7
1126,h2,h11,h2->h11,s5 -> s8
1127,h3,h10,h3->h10,s5 -> s2 -> s8
1128,h1,h12,h1->h12,s5 -> s4 -> s8
1129,h4,h9,h4->h9,s6 -> s7
1130,h1,h12,h1->h12,s5 -> s3 -> s8
1131,h2,h11,h2->h11,s5 -> s2 -> s8
1132,h3,h10,h3->h10,s5 -> s4 -> s8
1133,h4,h9,h4->h9,s6 -> s2 -> s7
1134,h1,h12,h1->h12,s5 -> s2 -> s8
1135,h2,h11,h2->h11,s5 -> s4 -> s8
1136,h3,h10,h3->h10,s5 -> s3 -> s8
1137,h2,h11,h2->h11,s5 -> s4 -> s8
1138,h4,h9,h4->h9,s6 -> s3 -> s7
1139,h3,h10,h3->h10,s5 -> s2 -> s8
1140,h1,h12,h1->h12,s5 -> s8
1141,h2,h11,h2->h11,s5 -> s2 -> s8
1142,h4,h9,h4->h9,s6 -> s2 -> s7
1143,h3,h10,h3->h10,s5 -> s3 -> s8
1144,h1,h12,h1->h12,s5 -> s1 -> s8
1145,h2,h11,h2->h11,s5 -> s2 -> s8
1146,h4,h9,h4->h9,s6 -> s2 -> s7
1147,h1,h12,h1->h12,s5 -> s4 -> s8
1148,h3,h10,h3->h10,s5 -> s3 -> s8
1149,h2,h11,h2->h11,s5 -> s8
1150,h4,h9,h4->h9,s6 -> s7
1151,h1,h12,h1->h12,s5 -> s1 -> s8
1152,h3,h10,h3->h10,s5 -> s3 -> s8
1153,h4,h9,h4->h9,s6 -> s2 -> s7
1154,h3,h10,h3->h10,s5 -> s4 -> s8
1155,h1,h12,h1->h12,s5 -> s8
1156,h2,h11,h2->h11,s5 -> s3 -> s8
1157,h2,h11,h2->h11,s5 -> s4 -> s8
1158,h1,h12,h1->h12,s5 -> s3 -> s8
1159,h3,h10,h3->h10,s5 -> s2 -> s8
1160,h4,h9,h4->h9,s6 -> s1 -> s7
1161,h3,h10,h3->h10,s5 -> s8
1162,h1,h12,h1->h12,s5 -> s1 -> s8
1163,h4,h9,h4->h9,s6 -> s3 -> s7
1164,h2,h11,h2->h11,s5 -> s3 -> s8
1165,h2,h11,h2->h11,s5 -> s8
1166,h3,h10,h3->h10,s5 -> s4 -> s8
1167,h4,h9,h4->h9,s6 -> s3 -> s7
1168,h1,h12,h1->h12,s5 -> s1 -> s8
1169,h1,h12,h1->h12,s5 -> s4 -> s8
1170,h4,h9,h4->h9,s6 -> s2 -> s7
1171,h2,h11,h2->h11,s5 -> s3 -> s8
1172,h3,h10,h3->h10,s5 -> s1 -> s8
1173,h4,h9,h4->h9,s6 -> s4 -> s7
1174,h2,h11,h2->h11,s5 -> s3 -> s8
1175,h1,h12,h1->h12,s5 -> s8
1176,h3,h10,h3->h10,s5 -> s1 -> s8
1177,h3,h10,h3->h10,s5 -> s8
1178,h4,h9,h4->h9,s6 -> s7
1179,h2,h11,h2->h11,s5 -> s2 -> s8
1180,h1,h12,h1->h12,s5 -> s3 -> s8
1181,h1,h12,h1->h12,s5 -> s1 -> s8
1182,h2,h11,h2->h11,s5 -> s2 -> s8
1183,h4,h9,h4->h9,s6 -> s3 -> s7
1184,h3,h10,h3->h10,s5 -> s4 -> s8
1185,h3,h10,h3->h10,s5 -> s1 -> s8
1186,h4,h9,h4->h9,s6 -> s3 -> s7
1187,h1,h12,h1->h12,s5 -> s2 -> s8
1188,h2,h11,h2->h11,s5 -> s4 -> s8
1189,h2,h11,h2->h11,s5 -> s3 -> s8
1190,h4,h9,h4->h9,s6 -> s2 -> s7
1191,h3,h10,h3->h10,s5 -> s4 -> s8
1192,h1,h12,h1->h12,s5 -> s1 -> s8
1193,h4,h9,h4->h9,s6 -> s2 -> s7
1194,h1,h12,h1->h12,s5 -> s3 -> s8
1195,h3,h10,h3->h10,s5 -> s1 -> s8
1196,h2,h11,h2->h11,s5 -> s4 -> s8
1197,h3,h10,h3->h10,s5 -> s8
1198,h1,h12,h1->h12,s5 -> s4 -> s8
1199,h2,h11,h2->h11,s5 -> s3 -> s8
1200,h4,h9,h4->h9,s6 -> s2 -> s7
