selection,src,dst,pair,path
600,h4,h9,h4->h9,s6 -> s3 -> s7
601,h1,h12,h1->h12,s5 -> s4 -> s8
602,h4,h9,h4->h9,s6 -> s7
603,h2,h11,h2->h11,s5 -> s8
604,h3,h10,h3->h10,s5 -> s3 -> s8
605,h1,h12,h1->h12,s5 -> s2 -> s8
606,h2,h11,h2->h11,s5 -> s1 -> s8
607,h3,h10,h3->h10,s5 -> s4 -> s8
608,h4,h9,h4->h9,s6 -> s3 -> s7
609,h4,h9,h4->h9,s6 -> s1 -> s7
610,h3,h10,h3->h10,s5 -> s3 -> s8
611,h1,h12,h1->h12,s5 -> s4 -> s8
612,h2,h11,h2->h11,s5 -> s2 -> s8
613,h3,h10,h3->h10,s5 -> s8
614,h4,h9,h4->h9,s6 -> s3 -> s7
615,h1,h12,h1->h12,s5 -> s1 -> s8
616,h2,h11,h2->h11,s5 -> s2 -> s8
617,h1,h12,h1->h12,s5 -> s4 -> s8
618,h3,h10,h3->h10,s5 -> s3 -> s8
619,h2,h11,h2->h11,s5 -> s1 -> s8
620,h4,h9,h4->h9,s6 -> s7
621,h4,h9,h4->h9,s6 -> s1 -> s7
622,h3,h10,h3->h10,s5 -> s3 -> s8
623,h1,h12,h1->h12,s5 -> s8
624,h2,h11,h2->h11,s5 -> s2 -> s8
625,h4,h9,h4->h9,s6 -> s3 -> s7
626,h2,h11,h2->h11,s5 -> s4 -> s8
627,h1,h12,h1->h12,s5 -> s1 -> s8
628,h3,h10,h3->h10,s5 -> s2 -> s8
629,h3,h10,h3->h10,s5 -> s3 -> s8
630,h1,h12,h1->h12,s5 -> s8
631,h4,h9,h4->h9,s6 -> s7
632,h2,h11,h2->h11,s5 -> s1 -> s8
633,h1,h12,h1->h12,s5 -> s4 -> s8
634,h2,h11,h2->h11,s5 -> s2 -> s8
635,h3,h10,h3->h10,s5 -> s8
636,h4,h9,h4->h9,s6 -> s3 -> s7
637,h2,h11,h2->h11,s5 -> s1 -> s8
638,h1,h12,h1->h12,s5 -> s3 -> s8
639,h4,h9,h4->h9,s6 -> s7
640,h3,h10,h3->h10,s5 -> s2 -> s8
641,h3,h10,h3->h10,s5 -> s1 -> s8
642,h2,h11,h2->h11,s5 -> s8
643,h4,h9,h4->h9,s6 -> s3 -> s7
644,h1,h12,h1->h12,s5 -> s4 -> s8
645,h4,h9,h4->h9,s6 -> s2 -> s7
646,h2,h11,h2->h11,s5 -> s4 -> s8
647,h1,h12,h1->h12,s5 -> s3 -> s8
648,h3,h10,h3->h10,s5 -> s1 -> s8
649,h3,h10,h3->h10,s5 -> s4 -> s8
650,h1,h12,h1->h12,s5 -> s2 -> s8
651,h4,h9,h4->h9,s6 -> s3 -> s7
652,h2,h11,h2->h11,s5 -> s1 -> s8
653,h3,h10,h3->h10,s5 -> s3 -> s8
654,h2,h11,h2->h11,s5 -> s1 -> s8
655,h4,h9,h4->h9,s6 -> s2 -> s7
656,h1,h12,h1->h12,s5 -> s4 -> s8
657,h4,h9,h4->h9,s6 -> s3 -> s7
658,h3,h10,h3->h10,s5 -> s2 -> s8
659,h1,h12,h1->h12,s5 -> s4 -> s8
660,h2,h11,h2->h11,s5 -> s1 -> s8
661,h4,h9,h4->h9,s6 -> s2 -> s7
662,h1,h12,h1->h12,s5 -> s8
663,h2,h11,h2->h11,s5 -> s3 -> s8
664,h3,h10,h3->h10,s5 -> s1 -> s8
665,h3,h10,h3->h10,s5 -> s4 -> s8
666,h1,h12,h1->h12,s5 -> s8
667,h2,h11,h2->h11,s5 -> s2 -> s8
668,h4,h9,h4->h9,s6 -> s3 -> s7
669,h4,h9,h4->h9,s6 -> s2 -> s7
670,h1,h12,h1->h12,s5 -> s1 -> s8
671,h2,h11,h2->h11,s5 -> s4 -> s8
672,h3,h10,h3->h10,s5 -> s3 -> s8
673,h1,h12,h1->h12,s5 -> s8
674,h2,h11,h2->h11,s5 -> s4 -> s8
675,h4,h9,h4->h9,s6 -> s2 -> s7
676,h3,h10,h3->h10,s5 -> s1 -> s8
677,h3,h10,h3->h10,s5 -> s3 -> s8
678,h1,h12,h1->h12,s5 -> s2 -> s8
679,h4,h9,h4->h9,s6 -> s7
680,h2,h11,h2->h11,s5 -> s1 -> s8
681,h4,h9,h4->h9,s6 -> s2 -> s7
682,h1,h12,h1->h12,s5 -> s8
683,h2,h11,h2->h11,s5 -> s1 -> s8
684,h3,h10,h3->h10,s5 -> s4 -> s8
685,h4,h9,h4->h9,s6 -> s2 -> s7
686,h3,h10,h3->h10,s5 -> s3 -> s8
687,h1,h12,h1->h12,s5 -> s4 -> s8
688,h2,h11,h2->h11,s5 -> s1 -> s8
689,h3,h10,h3->h10,s5 -> s8
690,h1,h12,h1->h12,s5 -> s2 -> s8
691,h2,h11,h2->h11,s5 -> s3 -> s8
692,h4,h9,h4->h9,s6 -> s7
693,h1,h12,h1->h12,s5 -> s1 -> s8
694,h2,h11,h2->h11,s5 -> s2 -> s8
695,h3,h10,h3->h10,s5 -> s3 -> s8
696,h4,h9,h4->h9,s6 -> s7
697,h4,h9,h4->h9,s6 -> s3 -> s7
698,h3,h10,h3->h10,s5 -> s1 -> s8
699,h1,h12,h1->h12,s5 -> s4 -> s8
700,h2,h11,h2->h11,s5 -> s2 -> s8
701,h1,h12,h1->h12,s5 -> s1 -> s8
702,h3,h10,h3->h10,s5 -> s3 -> s8
703,h4,h9,h4->h9,s6 -> s7
704,h2,h11,h2->h11,s5 -> s2 -> s8
705,h2,h11,h2->h11,s5 -> s8
706,h1,h12,h1->h12,s5 -> s3 -> s8
707,h4,h9,h4->h9,s6 -> s7
708,h3,h10,h3->h10,s5 -> s1 -> s8
709,h2,h11,h2->h11,s5 -> s4 -> s8
710,h3,h10,h3->h10,s5 -> s8
711,h1,h12,h1->h12,s5 -> s2 -> s8
712,h4,h9,h4->h9,s6 -> s7
713,h3,h10,h3->h10,s5 -> s1 -> s8
714,h1,h12,h1->h12,s5 -> s3 -> s8
715,h4,h9,h4->h9,s6 -> s7
716,h2,h11,h2->h11,s5 -> s2 -> s8
717,h1,h12,h1->h12,s5 -> s1 -> s8
718,h3,h10,h3->h10,s5 -> s8
719,h2,h11,h2->h11,s5 -> s4 -> s8
720,h4,h9,h4->h9,s6 -> s7
721,h4,h9,h4->h9,s6 -> s2 -> s7
722,h2,h11,h2->h11,s5 -> s3 -> s8
723,h3,h10,h3->h10,s5 -> s1 -> s8
724,h1,h12,h1->h12,s5 -> s4 -> s8
725,h3,h10,h3->h10,s5 -> s1 -> s8
726,h1,h12,h1->h12,s5 -> s2 -> s8
727,h2,h11,h2->h11,s5 -> s8
728,h4,h9,h4->h9,s6 -> s7
729,h1,h12,h1->h12,s5 -> s4 -> s8
730,h2,h11,h2->h11,s5 -> s2 -> s8
731,h3,h10,h3->h10,s5 -> s3 -> s8
732,h4,h9,h4->h9,s6 -> s7
733,h1,h12,h1->h12,s5 -> s1 -> s8
734,h2,h11,h2->h11,s5 -> s8
735,h3,h10,h3->h10,s5 -> s3 -> s8
736,h4,h9,h4->h9,s6 -> s7
737,h2,h11,h2->h11,s5 -> s1 -> s8
738,h3,h10,h3->h10,s5 -> s3 -> s8
739,h1,h12,h1->h12,s5 -> s4 -> s8
740,h4,h9,h4->h9,s6 -> s2 -> s7
741,h1,h12,h1->h12,s5 -> s2 -> s8
742,h4,h9,h4->h9,s6 -> s7
743,h3,h10,h3->h10,s5 -> s1 -> s8
744,h2,h11,h2->h11,s5 -> s3 -> s8
745,h3,h10,h3->h10,s5 -> s8
746,h1,h12,h1->h12,s5 -> s2 -> s8
747,h4,h9,h4->h9,s6 -> s7
748,h2,h11,h2->h11,s5 -> s3 -> s8
749,h4,h9,h4->h9,s6 -> s2 -> s7
750,h2,h11,h2->h11,s5 -> s1 -> s8
751,h3,h10,h3->h10,s5 -> s3 -> s8
752,h1,h12,h1->h12,s5 -> s4 -> s8
753,h4,h9,h4->h9,s6 -> s7
754,h1,h12,h1->h12,s5 -> s1 -> s8
755,h3,h10,h3->h10,s5 -> s3 -> s8
756,h2,h11,h2->h11,s5 -> s4 -> s8
757,h3,h10,h3->h10,s5 -> s2 -> s8
758,h2,h11,h2->h11,s5 -> s8
759,h4,h9,h4->h9,s6 -> s7
760,h1,h12,h1->h12,s5 -> s4 -> s8
761,h1,h12,h1->h12,s5 -> s3 -> s8
762,h2,h11,h2->h11,s5 -> s1 -> s8
763,h4,h9,h4->h9,s6 -> s7
764,h3,h10,h3->h10,s5 -> s2 -> s8
765,h3,h10,h3->h10,s5 -> s1 -> s8
766,h2,h11,h2->h11,s5 -> s8
767,h1,h12,h1->h12,s5 -> s4 -> s8
768,h4,h9,h4->h9,s6 -> s7
769,h3,h10,h3->h10,s5 -> s4 -> s8
770,h2,h11,h2->h11,s5 -> s2 -> s8
771,h1,h12,h1->h12,s5 -> s3 -> s8
772,h4,h9,h4->h9,s6 -> s7
773,h3,h10,h3->h10,s5 -> s1 -> s8
774,h4,h9,h4->h9,s6 -> s2 -> s7
775,h1,h12,h1->h12,s5 -> s4 -> s8
776,h2,h11,h2->h11,s5 -> s3 -> s8
777,h2,h11,h2->h11,s5 -> s2 -> s8
778,h1,h12,h1->h12,s5 -> s1 -> s8
779,h4,h9,h4->h9,s6 -> s7
780,h3,h10,h3->h10,s5 -> s3 -> s8
781,h3,h10,h3->h10,s5 -> s1 -> s8
782,h2,h11,h2->h11,s5 -> s4 -> s8
783,h1,h12,h1->h12,s5 -> s2 -> s8
784,h4,h9,h4->h9,s6 -> s3 -> s7
785,h1,h12,h1->h12,s5 -> s1 -> s8
786,h2,h11,h2->h11,s5 -> s8
787,h4,h9,h4->h9,s6 -> s2 -> s7
788,h3,h10,h3->h10,s5 -> s3 -> s8
789,h3,h10,h3->h10,s5 -> s4 -> s8
790,h1,h12,h1->h12,s5 -> s2 -> s8
791,h4,h9,h4->h9,s6 -> s7
792,h2,h11,h2->h11,s5 -> s3 -> s8
793,h4,h9,h4->h9,s6 -> s2 -> s7
794,h1,h12,h1->h12,s5 -> s1 -> s8
795,h3,h10,h3->h10,s5 -> s3 -> s8
796,h2,h11,h2->h11,s5 -> s4 -> s8
797,h2,h11,h2->h11,s5 -> s1 -> s8
798,h4,h9,h4->h9,s6 -> s7
799,h3,h10,h3->h10,s5 -> s3 -> s8
800,h1,h12,h1->h12,s5 -> s2 -> s8
801,h2,h11,h2->h11,s5 -> s4 -> s8
802,h1,h12,h1->h12,s5 -> s3 -> s8
803,h3,h10,h3->h10,s5 -> s2 -> s8
804,h4,h9,h4->h9,s6 -> s7
805,h3,h10,h3->h10,s5 -> s3 -> s8
806,h4,h9,h4->h9,s6 -> s2 -> s7
807,h2,h11,h2->h11,s5 -> s1 -> s8
808,h1,h12,h1->h12,s5 -> s8
809,h1,h12,h1->h12,s5 -> s2 -> s8
810,h4,h9,h4->h9,s6 -> s7
811,h2,h11,h2->h11,s5 -> s3 -> s8
812,h3,h10,h3->h10,s5 -> s4 -> s8
813,h3,h10,h3->h10,s5 -> s2 -> s8
814,h2,h11,h2->h11,s5 -> s1 -> s8
815,h4,h9,h4->h9,s6 -> s4 -> s7
816,h1,h12,h1->h12,s5 -> s3 -> s8
817,h1,h12,h1->h12,s5 -> s1 -> s8
818,h2,h11,h2->h11,s5 -> s4 -> s8
819,h4,h9,h4->h9,s6 -> s2 -> s7
820,h3,h10,h3->h10,s5 -> s3 -> s8
821,h3,h10,h3->h10,s5 -> s1 -> s8
822,h2,h11,h2->h11,s5 -> s8
823,h1,h12,h1->h12,s5 -> s4 -> s8
824,h4,h9,h4->h9,s6 -> s7
825,h1,h12,h1->h12,s5 -> s2 -> s8
826,h3,h10,h3->h10,s5 -> s4 -> s8
827,h4,h9,h4->h9,s6 -> s7
828,h2,h11,h2->h11,s5 -> s3 -> s8
829,h2,h11,h2->h11,s5 -> s1 -> s8
830,h4,h9,h4->h9,s6 -> s7
831,h3,h10,h3->h10,s5 -> s3 -> s8
832,h1,h12,h1->h12,s5 -> s4 -> s8
833,h1,h12,h1->h12,s5 -> s8
834,h4,h9,h4->h9,s6 -> s7
835,h2,h11,h2->h11,s5 -> s1 -> s8
836,h3,h10,h3->h10,s5 -> s4 -> s8
837,h3,h10,h3->h10,s5 -> s3 -> s8
838,h1,h12,h1->h12,s5 -> s2 -> s8
839,h4,h9,h4->h9,s6 -> s4 -> s7
840,h2,h11,h2->h11,s5 -> s1 -> s8
841,h2,h11,h2->h11,s5 -> s4 -> s8
842,h3,h10,h3->h10,s5 -> s8
843,h4,h9,h4->h9,s6 -> s7
844,h1,h12,h1->h12,s5 -> s2 -> s8
845,h3,h10,h3->h10,s5 -> s3 -> s8
846,h4,h9,h4->h9,s6 -> s4 -> s7
847,h1,h12,h1->h12,s5 -> s1 -> s8
848,h2,h11,h2->h11,s5 -> s2 -> s8
849,h1,h12,h1->h12,s5 -> s3 -> s8
850,h2,h11,h2->h11,s5 -> s4 -> s8
851,h3,h10,h3->h10,s5 -> s2 -> s8
852,h4,h9,h4->h9,s6 -> s7
853,h2,h11,h2->h11,s5 -> s1 -> s8
854,h1,h12,h1->h12,s5 -> s4 -> s8
855,h4,h9,h4->h9,s6 -> s7
856,h3,h10,h3->h10,s5 -> s2 -> s8
857,h2,h11,h2->h11,s5 -> s3 -> s8
858,h3,h10,h3->h10,s5 -> s1 -> s8
859,h1,h12,h1->h12,s5 -> s4 -> s8
860,h4,h9,h4->h9,s6 -> s7
861,h1,h12,h1->h12,s5 -> s8
862,h4,h9,h4->h9,s6 -> s4 -> s7
863,h3,h10,h3->h10,s5 -> s3 -> s8
864,h2,h11,h2->h11,s5 -> s1 -> s8
865,h4,h9,h4->h9,s6 -> s7
866,h2,h11,h2->h11,s5 -> s3 -> s8
867,h3,h10,h3->h10,s5 -> s4 -> s8
868,h1,h12,h1->h12,s5 -> s1 -> s8
869,h1,h12,h1->h12,s5 -> s2 -> s8
870,h4,h9,h4->h9,s6 -> s4 -> s7
871,h3,h10,h3->h10,s5 -> s1 -> s8
872,h2,h11,h2->h11,s5 -> s3 -> s8
873,h2,h11,h2->h11,s5 -> s1 -> s8
874,h3,h10,h3->h10,s5 -> s4 -> s8
875,h1,h12,h1->h12,s5 -> s3 -> s8
876,h4,h9,h4->h9,s6 -> s2 -> s7
877,h3,h10,h3->h10,s5 -> s1 -> s8
878,h2,h11,h2->h11,s5 -> s8
879,h4,h9,h4->h9,s6 -> s4 -> s7
880,h1,h12,h1->h12,s5 -> s3 -> s8
881,h1,h12,h1->h12,s5 -> s8
882,h3,h10,h3->h10,s5 -> s2 -> s8
883,h2,h11,h2->h11,s5 -> s3 -> s8
884,h4,h9,h4->h9,s6 -> s4 -> s7
885,h4,h9,h4->h9,s6 -> s7
886,h3,h10,h3->h10,s5 -> s1 -> s8
887,h1,h12,h1->h12,s5 -> s8
888,h2,h11,h2->h11,s5 -> s3 -> s8
889,h4,h9,h4->h9,s6 -> s4 -> s7
890,h1,h12,h1->h12,s5 -> s1 -> s8
891,h3,h10,h3->h10,s5 -> s2 -> s8
892,h2,h11,h2->h11,s5 -> s3 -> s8
893,h3,h10,h3->h10,s5 -> s8
894,h1,h12,h1->h12,s5 -> s1 -> s8
895,h2,h11,h2->h11,s5 -> s3 -> s8
896,h4,h9,h4->h9,s6 -> s4 -> s7
897,h4,h9,h4->h9,s6 -> s4 -> s7
898,h3,h10,h3->h10,s5 -> s3 -> s8
899,h1,h12,h1->h12,s5 -> s8
900,h2,h11,h2->h11,s5 -> s1 -> s8
901,h1,h12,h1->h12,s5 -> s4 -> s8
902,h4,h9,h4->h9,s6 -> s2 -> s7
903,h3,h10,h3->h10,s5 -> s1 -> s8
904,h2,h11,h2->h11,s5 -> s3 -> s8
905,h3,h10,h3->h10,s5 -> s8
906,h1,h12,h1->h12,s5 -> s1 -> s8
907,h2,h11,h2->h11,s5 -> s3 -> s8
908,h4,h9,h4->h9,s6 -> s4 -> s7
909,h4,h9,h4->h9,s6 -> s7
910,h1,h12,h1->h12,s5 -> s1 -> s8
911,h2,h11,h2->h11,s5 -> s4 -> s8
912,h3,h10,h3->h10,s5 -> s3 -> s8
913,h3,h10,h3->h10,s5 -> s2 -> s8
914,h4,h9,h4->h9,s6 -> s4 -> s7
915,h1,h12,h1->h12,s5 -> s1 -> s8
916,h2,h11,h2->h11,s5 -> s3 -> s8
917,h1,h12,h1->h12,s5 -> s8
918,h2,h11,h2->h11,s5 -> s1 -> s8
919,h3,h10,h3->h10,s5 -> s4 -> s8
920,h4,h9,h4->h9,s6 -> s2 -> s7
921,h3,h10,h3->h10,s5 -> s3 -> s8
922,h4,h9,h4->h9,s6 -> s4 -> s7
923,h1,h12,h1->h12,s5 -> s2 -> s8
924,h2,h11,h2->h11,s5 -> s8
925,h3,h10,h3->h10,s5 -> s3 -> s8
926,h4,h9,h4->h9,s6 -> s2 -> s7
927,h2,h11,h2->h11,s5 -> s8
928,h1,h12,h1->h12,s5 -> s1 -> s8
929,h2,h11,h2->h11,s5 -> s2 -> s8
930,h3,h10,h3->h10,s5 -> s4 -> s8
931,h4,h9,h4->h9,s6 -> s1 -> s7
932,h1,h12,h1->h12,s5 -> s3 -> s8
933,h3,h10,h3->h10,s5 -> s8
934,h2,h11,h2->h11,s5 -> s2 -> s8
935,h1,h12,h1->h12,s5 -> s3 -> s8
936,h4,h9,h4->h9,s6 -> s4 -> s7
937,h4,h9,h4->h9,s6 -> s2 -> s7
938,h1,h12,h1->h12,s5 -> s1 -> s8
939,h3,h10,h3->h10,s5 -> s4 -> s8
940,h2,h11,h2->h11,s5 -> s3 -> s8
