state,action_len,reward,target,baseline,old_q,new_q,action_trials,update
"('h11', 'h2', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.252,-0.115,-0.073,-0.112,4,110
"('h1', 'h12', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.231,-0.123,-0.099,-0.128,4,111
"('h12', 'h1', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.231,-0.123,-0.099,-0.128,4,112
"('h2', 'h11', 'util1', 'active0', 'rtt4', 'loss0')",2,-0.208,-0.231,-0.123,-0.083,-0.116,3,113
"('h11', 'h2', 'util1', 'active0', 'rtt4', 'loss0')",2,-0.208,-0.231,-0.123,-0.083,-0.116,3,114
"('h4', 'h9', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,0.002,-0.208,0.0,0.0,2,115
"('h9', 'h4', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,0.002,-0.208,0.0,0.0,2,116
"('h1', 'h12', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.215,-0.13,-0.077,-0.107,4,117
"('h12', 'h1', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.215,-0.13,-0.077,-0.107,4,118
"('h2', 'h11', 'util2', 'active1', 'rtt4', 'loss0')",3,-0.208,-0.214,-0.13,0.0,-0.047,1,119
"('h11', 'h2', 'util2', 'active1', 'rtt4', 'loss0')",3,-0.208,-0.214,-0.13,0.0,-0.047,1,120
"('h4', 'h9', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.002,-0.208,0.0,-0.001,2,121
"('h9', 'h4', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.002,-0.208,0.0,-0.001,2,122
"('h1', 'h12', 'util2', 'active0', 'rtt4', 'loss0')",2,-0.207,-0.193,-0.136,0.0,-0.042,1,123
"('h12', 'h1', 'util2', 'active0', 'rtt4', 'loss0')",2,-0.207,-0.193,-0.136,0.0,-0.042,1,124
"('h4', 'h9', 'util3', 'active0', 'rtt4', 'loss0')",2,-0.208,0.002,-0.208,0.0,0.0,2,125
"('h9', 'h4', 'util3', 'active0', 'rtt4', 'loss0')",2,-0.208,0.002,-0.208,0.0,0.0,2,126
"('h4', 'h9', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,0.001,-0.208,0.0,0.001,5,127
"('h9', 'h4', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,0.001,-0.208,0.0,0.001,5,128
"('h1', 'h12', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.179,-0.142,-0.107,-0.123,6,129
"('h12', 'h1', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.179,-0.142,-0.107,-0.123,6,130
"('h2', 'h11', 'util1', 'active1', 'rtt4', 'loss0')",3,-0.209,-0.199,-0.136,0.0,-0.044,3,131
"('h11', 'h2', 'util1', 'active1', 'rtt4', 'loss0')",3,-0.209,-0.199,-0.136,0.0,-0.044,3,132
"('h4', 'h9', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.001,-0.208,-0.0,-0.0,2,133
"('h9', 'h4', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.001,-0.208,-0.0,-0.0,2,134
"('h2', 'h11', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.207,-0.179,-0.142,0.0,-0.039,2,135
"('h11', 'h2', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.207,-0.179,-0.142,0.0,-0.039,2,136
"('h1', 'h12', 'util2', 'active0', 'rtt4', 'loss0')",2,-0.208,-0.163,-0.147,-0.042,-0.069,2,137
"('h12', 'h1', 'util2', 'active0', 'rtt4', 'loss0')",2,-0.208,-0.163,-0.147,-0.042,-0.069,2,138
"('h2', 'h11', 'util1', 'active1', 'rtt4', 'loss0')",3,-0.208,-0.165,-0.147,0.0,-0.036,2,139
"('h11', 'h2', 'util1', 'active1', 'rtt4', 'loss0')",3,-0.208,-0.165,-0.147,0.0,-0.036,2,140
"('h1', 'h12', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.151,-0.152,0.0,-0.033,2,141
"('h12', 'h1', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.151,-0.152,0.0,-0.033,2,142
"('h2', 'h11', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.153,-0.152,0.0,-0.034,3,143
"('h11', 'h2', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.153,-0.152,0.0,-0.034,3,144
"('h1', 'h12', 'util3', 'active1', 'rtt4', 'loss0')",3,-0.207,-0.137,-0.157,0.0,-0.03,1,145
"('h12', 'h1', 'util3', 'active1', 'rtt4', 'loss0')",3,-0.207,-0.137,-0.157,0.0,-0.03,1,146
"('h4', 'h9', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.001,-0.208,0.0,-0.0,3,147
"('h9', 'h4', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.001,-0.208,0.0,-0.0,3,148
"('h4', 'h9', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,0.001,-0.208,-0.0,0.0,5,149
"('h9', 'h4', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,0.001,-0.208,-0.0,0.0,5,150
"('h4', 'h9', 'util1', 'active0', 'rtt4', 'loss0')",2,-0.208,-0.0,-0.208,0.001,0.0,6,151
"('h9', 'h4', 'util1', 'active0', 'rtt4', 'loss0')",2,-0.208,-0.0,-0.208,0.001,0.0,6,152
"('h2', 'h11', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.21,-0.145,-0.156,-0.107,-0.116,3,153
"('h11', 'h2', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.21,-0.145,-0.156,-0.107,-0.116,3,154
"('h4', 'h9', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.21,-0.003,-0.208,-0.001,-0.001,3,155
"('h9', 'h4', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.21,-0.003,-0.208,-0.001,-0.001,3,156
"('h2', 'h11', 'util1', 'active1', 'rtt4', 'loss0')",2,-0.208,-0.129,-0.161,0.0,-0.028,2,157
"('h11', 'h2', 'util1', 'active1', 'rtt4', 'loss0')",2,-0.208,-0.129,-0.161,0.0,-0.028,2,158
"('h4', 'h9', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,0.002,-0.208,-0.0,0.0,3,159
"('h9', 'h4', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,0.002,-0.208,-0.0,0.0,3,160
"('h1', 'h12', 'util3', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.129,-0.161,0.0,-0.028,2,161
"('h12', 'h1', 'util3', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.129,-0.161,0.0,-0.028,2,162
"('h2', 'h11', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.207,-0.116,-0.164,-0.091,-0.097,5,163
"('h11', 'h2', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.207,-0.116,-0.164,-0.091,-0.097,5,164
"('h1', 'h12', 'util1', 'active1', 'rtt4', 'loss0')",2,-0.207,-0.117,-0.165,0.0,-0.026,2,165
"('h12', 'h1', 'util1', 'active1', 'rtt4', 'loss0')",2,-0.207,-0.117,-0.165,0.0,-0.026,2,166
"('h2', 'h11', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.21,-0.113,-0.168,-0.112,-0.112,5,167
"('h11', 'h2', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.21,-0.113,-0.168,-0.112,-0.112,5,168
"('h1', 'h12', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.207,-0.106,-0.168,-0.108,-0.108,5,169
"('h12', 'h1', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.207,-0.106,-0.168,-0.108,-0.108,5,170
"('h1', 'h12', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.1,-0.171,-0.033,-0.048,3,171
"('h12', 'h1', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.1,-0.171,-0.033,-0.048,3,172
"('h1', 'h12', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.093,-0.174,-0.123,-0.116,8,173
"('h12', 'h1', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.093,-0.174,-0.123,-0.116,8,174
"('h2', 'h11', 'util1', 'active0', 'rtt4', 'loss0')",2,-0.208,-0.099,-0.171,-0.116,-0.112,4,175
"('h11', 'h2', 'util1', 'active0', 'rtt4', 'loss0')",2,-0.208,-0.099,-0.171,-0.116,-0.112,4,176
"('h4', 'h9', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.0,-0.208,0.0,-0.0,7,177
"('h9', 'h4', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.0,-0.208,0.0,-0.0,7,178
"('h4', 'h9', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,0.001,-0.208,0.001,0.001,7,179
"('h9', 'h4', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,0.001,-0.208,0.001,0.001,7,180
"('h2', 'h11', 'util2', 'active1', 'rtt4', 'loss0')",3,-0.209,-0.094,-0.174,0.0,-0.021,1,181
"('h11', 'h2', 'util2', 'active1', 'rtt4', 'loss0')",3,-0.209,-0.094,-0.174,0.0,-0.021,1,182
"('h4', 'h9', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,0.001,-0.208,0.0,0.0,4,183
"('h9', 'h4', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,0.001,-0.208,0.0,0.0,4,184
"('h2', 'h11', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.087,-0.177,-0.034,-0.045,4,185
"('h11', 'h2', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.087,-0.177,-0.034,-0.045,4,186
"('h1', 'h12', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.085,-0.177,-0.048,-0.056,4,187
"('h12', 'h1', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.085,-0.177,-0.048,-0.056,4,188
"('h4', 'h9', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.0,-0.208,-0.0,-0.0,4,189
"('h9', 'h4', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.0,-0.208,-0.0,-0.0,4,190
"('h1', 'h12', 'util3', 'active1', 'rtt4', 'loss0')",3,-0.209,-0.08,-0.179,0.0,-0.018,1,191
"('h12', 'h1', 'util3', 'active1', 'rtt4', 'loss0')",3,-0.209,-0.08,-0.179,0.0,-0.018,1,192
"('h2', 'h11', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.078,-0.179,-0.097,-0.092,7,193
"('h11', 'h2', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.208,-0.078,-0.179,-0.097,-0.092,7,194
"('h4', 'h9', 'util1', 'active0', 'rtt4', 'loss0')",2,-0.208,0.001,-0.208,0.0,0.001,7,195
"('h9', 'h4', 'util1', 'active0', 'rtt4', 'loss0')",2,-0.208,0.001,-0.208,0.0,0.001,7,196
"('h2', 'h11', 'util1', 'active0', 'rtt4', 'loss0')",2,-0.207,-0.069,-0.182,-0.112,-0.103,5,197
"('h11', 'h2', 'util1', 'active0', 'rtt4', 'loss0')",2,-0.207,-0.069,-0.182,-0.112,-0.103,5,198
"('h4', 'h9', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,0.001,-0.208,-0.001,-0.001,4,199
"('h9', 'h4', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.208,0.001,-0.208,-0.001,-0.001,4,200
"('h1', 'h12', 'util1', 'active1', 'rtt4', 'loss0')",3,-0.208,-0.072,-0.182,0.0,-0.016,1,201
"('h12', 'h1', 'util1', 'active1', 'rtt4', 'loss0')",3,-0.208,-0.072,-0.182,0.0,-0.016,1,202
"('h1', 'h12', 'util3', 'active0', 'rtt4', 'loss0')",2,-0.208,-0.065,-0.184,0.0,-0.014,2,203
"('h12', 'h1', 'util3', 'active0', 'rtt4', 'loss0')",2,-0.208,-0.065,-0.184,0.0,-0.014,2,204
"('h4', 'h9', 'util0', 'active0', 'rtt4', 'loss0')",3,-0.207,0.003,-0.208,0.0,0.001,1,205
"('h9', 'h4', 'util0', 'active0', 'rtt4', 'loss0')",3,-0.207,0.003,-0.208,0.0,0.001,1,206
"('h2', 'h11', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.069,-0.184,-0.092,-0.087,9,207
"('h11', 'h2', 'util1', 'active0', 'rtt4', 'loss0')",3,-0.209,-0.069,-0.184,-0.092,-0.087,9,208
"('h1', 'h12', 'util2', 'active1', 'rtt4', 'loss0')",3,-0.209,-0.062,-0.186,0.0,-0.014,1,209
"('h12', 'h1', 'util2', 'active1', 'rtt4', 'loss0')",3,-0.209,-0.062,-0.186,0.0,-0.014,1,210
"('h2', 'h11', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.21,-0.065,-0.186,-0.045,-0.05,5,211
"('h11', 'h2', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.21,-0.065,-0.186,-0.045,-0.05,5,212
"('h4', 'h9', 'util2', 'active0', 'rtt5', 'loss0')",3,-0.207,0.002,-0.208,0.0,0.0,1,213
"('h9', 'h4', 'util2', 'active0', 'rtt5', 'loss0')",3,-0.207,0.002,-0.208,0.0,0.0,1,214
"('h1', 'h12', 'util2', 'active1', 'rtt4', 'loss0')",2,-0.208,-0.055,-0.187,0.0,-0.012,1,215
"('h12', 'h1', 'util2', 'active1', 'rtt4', 'loss0')",2,-0.208,-0.055,-0.187,0.0,-0.012,1,216
"('h2', 'h11', 'util3', 'active1', 'rtt4', 'loss0')",3,-0.208,-0.055,-0.188,0.0,-0.012,1,217
"('h11', 'h2', 'util3', 'active1', 'rtt4', 'loss0')",3,-0.208,-0.055,-0.188,0.0,-0.012,1,218
"('h4', 'h9', 'util3', 'active0', 'rtt4', 'loss0')",3,-0.207,0.003,-0.208,0.0,0.001,3,219
