selection,src,dst,pair,path
155,h4,h9,h4->h9,s6 -> s1 -> s7
156,h2,h11,h2->h11,s5 -> s2 -> s8
157,h2,h11,h2->h11,s5 -> s1 -> s8
158,h1,h12,h1->h12,s5 -> s4 -> s8
159,h4,h9,h4->h9,s6 -> s3 -> s7
160,h3,h10,h3->h10,s5 -> s2 -> s8
161,h4,h9,h4->h9,s6 -> s4 -> s7
162,h2,h11,h2->h11,s5 -> s3 -> s8
163,h1,h12,h1->h12,s5 -> s2 -> s8
164,h3,h10,h3->h10,s5 -> s1 -> s8
165,h2,h11,h2->h11,s5 -> s4 -> s8
166,h3,h10,h3->h10,s5 -> s3 -> s8
167,h1,h12,h1->h12,s5 -> s8
168,h4,h9,h4->h9,s6 -> s1 -> s7
169,h2,h11,h2->h11,s5 -> s1 -> s8
170,h4,h9,h4->h9,s6 -> s3 -> s7
171,h3,h10,h3->h10,s5 -> s8
172,h1,h12,h1->h12,s5 -> s2 -> s8
173,h4,h9,h4->h9,s6 -> s3 -> s7
174,h2,h11,h2->h11,s5 -> s4 -> s8
175,h3,h10,h3->h10,s5 -> s2 -> s8
176,h1,h12,h1->h12,s5 -> s3 -> s8
177,h4,h9,h4->h9,s6 -> s4 -> s7
178,h3,h10,h3->h10,s5 -> s1 -> s8
179,h2,h11,h2->h11,s5 -> s8
180,h1,h12,h1->h12,s5 -> s4 -> s8
181,h1,h12,h1->h12,s5 -> s2 -> s8
182,h2,h11,h2->h11,s5 -> s3 -> s8
183,h3,h10,h3->h10,s5 -> s4 -> s8
184,h4,h9,h4->h9,s6 -> s1 -> s7
185,h1,h12,h1->h12,s5 -> s8
186,h3,h10,h3->h10,s5 -> s1 -> s8
187,h2,h11,h2->h11,s5 -> s3 -> s8
188,h4,h9,h4->h9,s6 -> s2 -> s7
189,h4,h9,h4->h9,s6 -> s3 -> s7
190,h2,h11,h2->h11,s5 -> s2 -> s8
191,h3,h10,h3->h10,s5 -> s4 -> s8
192,h1,h12,h1->h12,s5 -> s8
193,h2,h11,h2->h11,s5 -> s3 -> s8
194,h3,h10,h3->h10,s5 -> s1 -> s8
195,h4,h9,h4->h9,s6 -> s7
196,h1,h12,h1->h12,s5 -> s4 -> s8
197,h2,h11,h2->h11,s5 -> s8
198,h1,h12,h1->h12,s5 -> s4 -> s8
199,h3,h10,h3->h10,s5 -> s2 -> s8
200,h4,h9,h4->h9,s6 -> s1 -> s7
201,h3,h10,h3->h10,s5 -> s3 -> s8
202,h1,h12,h1->h12,s5 -> s1 -> s8
203,h2,h11,h2->h11,s5 -> s8
204,h4,h9,h4->h9,s6 -> s4 -> s7
205,h1,h12,h1->h12,s5 -> s4 -> s8
206,h3,h10,h3->h10,s5 -> s8
207,h2,h11,h2->h11,s5 -> s2 -> s8
208,h4,h9,h4->h9,s6 -> s1 -> s7
209,h4,h9,h4->h9,s6 -> s3 -> s7
210,h2,h11,h2->h11,s5 -> s1 -> s8
211,h3,h10,h3->h10,s5 -> s2 -> s8
212,h1,h12,h1->h12,s5 -> s4 -> s8
213,h2,h11,h2->h11,s5 -> s3 -> s8
214,h3,h10,h3->h10,s5 -> s4 -> s8
215,h4,h9,h4->h9,s6 -> s2 -> s7
216,h1,h12,h1->h12,s5 -> s1 -> s8
217,h3,h10,h3->h10,s5 -> s2 -> s8
218,h4,h9,h4->h9,s6 -> s1 -> s7
219,h1,h12,h1->h12,s5 -> s3 -> s8
220,h2,h11,h2->h11,s5 -> s4 -> s8
221,h1,h12,h1->h12,s5 -> s1 -> s8
222,h3,h10,h3->h10,s5 -> s3 -> s8
223,h4,h9,h4->h9,s6 -> s4 -> s7
224,h2,h11,h2->h11,s5 -> s2 -> s8
225,h4,h9,h4->h9,s6 -> s4 -> s7
226,h1,h12,h1->h12,s5 -> s4 -> s8
227,h3,h10,h3->h10,s5 -> s3 -> s8
228,h2,h11,h2->h11,s5 -> s1 -> s8
229,h3,h10,h3->h10,s5 -> s2 -> s8
230,h1,h12,h1->h12,s5 -> s8
231,h2,h11,h2->h11,s5 -> s3 -> s8
232,h4,h9,h4->h9,s6 -> s4 -> s7
233,h3,h10,h3->h10,s5 -> s2 -> s8
234,h4,h9,h4->h9,s6 -> s4 -> s7
235,h1,h12,h1->h12,s5 -> s1 -> s8
236,h2,h11,h2->h11,s5 -> s8
237,h1,h12,h1->h12,s5 -> s2 -> s8
238,h2,h11,h2->h11,s5 -> s4 -> s8
239,h3,h10,h3->h10,s5 -> s3 -> s8
240,h4,h9,h4->h9,s6 -> s1 -> s7
241,h1,h12,h1->h12,s5 -> s1 -> s8
242,h4,h9,h4->h9,s6 -> s2 -> s7
243,h3,h10,h3->h10,s5 -> s3 -> s8
244,h2,h11,h2->h11,s5 -> s4 -> s8
245,h3,h10,h3->h10,s5 -> s2 -> s8
246,h4,h9,h4->h9,s6 -> s4 -> s7
247,h1,h12,h1->h12,s5 -> s8
248,h2,h11,h2->h11,s5 -> s4 -> s8
249,h4,h9,h4->h9,s6 -> s2 -> s7
250,h1,h12,h1->h12,s5 -> s1 -> s8
251,h2,h11,h2->h11,s5 -> s3 -> s8
252,h3,h10,h3->h10,s5 -> s4 -> s8
253,h3,h10,h3->h10,s5 -> s8
254,h2,h11,h2->h11,s5 -> s2 -> s8
255,h4,h9,h4->h9,s6 -> s4 -> s7
256,h1,h12,h1->h12,s5 -> s3 -> s8
257,h1,h12,h1->h12,s5 -> s1 -> s8
258,h2,h11,h2->h11,s5 -> s4 -> s8
259,h4,h9,h4->h9,s6 -> s2 -> s7
260,h3,h10,h3->h10,s5 -> s8
261,h4,h9,h4->h9,s6 -> s1 -> s7
262,h1,h12,h1->h12,s5 -> s3 -> s8
263,h2,h11,h2->h11,s5 -> s4 -> s8
264,h3,h10,h3->h10,s5 -> s2 -> s8
265,h2,h11,h2->h11,s5 -> s8
266,h1,h12,h1->h12,s5 -> s1 -> s8
267,h3,h10,h3->h10,s5 -> s4 -> s8
268,h4,h9,h4->h9,s6 -> s3 -> s7
269,h3,h10,h3->h10,s5 -> s2 -> s8
270,h1,h12,h1->h12,s5 -> s3 -> s8
271,h2,h11,h2->h11,s5 -> s4 -> s8
272,h4,h9,h4->h9,s6 -> s1 -> s7
273,h4,h9,h4->h9,s6 -> s2 -> s7
274,h3,h10,h3->h10,s5 -> s1 -> s8
275,h2,h11,h2->h11,s5 -> s8
276,h1,h12,h1->h12,s5 -> s3 -> s8
277,h2,h11,h2->h11,s5 -> s2 -> s8
278,h4,h9,h4->h9,s6 -> s1 -> s7
279,h3,h10,h3->h10,s5 -> s3 -> s8
280,h1,h12,h1->h12,s5 -> s4 -> s8
281,h4,h9,h4->h9,s6 -> s2 -> s7
282,h2,h11,h2->h11,s5 -> s8
283,h1,h12,h1->h12,s5 -> s1 -> s8
284,h3,h10,h3->h10,s5 -> s3 -> s8
285,h3,h10,h3->h10,s5 -> s8
286,h1,h12,h1->h12,s5 -> s4 -> s8
287,h4,h9,h4->h9,s6 -> s2 -> s7
288,h2,h11,h2->h11,s5 -> s3 -> s8
289,h4,h9,h4->h9,s6 -> s1 -> s7
290,h2,h11,h2->h11,s5 -> s3 -> s8
291,h1,h12,h1->h12,s5 -> s2 -> s8
292,h3,h10,h3->h10,s5 -> s8
293,h4,h9,h4->h9,s6 -> s2 -> s7
294,h3,h10,h3->h10,s5 -> s8
295,h2,h11,h2->h11,s5 -> s4 -> s8
296,h1,h12,h1->h12,s5 -> s1 -> s8
297,h3,h10,h3->h10,s5 -> s3 -> s8
298,h2,h11,h2->h11,s5 -> s1 -> s8
299,h1,h12,h1->h12,s5 -> s2 -> s8
300,h4,h9,h4->h9,s6 -> s7
301,h2,h11,h2->h11,s5 -> s1 -> s8
302,h3,h10,h3->h10,s5 -> s4 -> s8
303,h1,h12,h1->h12,s5 -> s8
304,h4,h9,h4->h9,s6 -> s2 -> s7
305,h1,h12,h1->h12,s5 -> s2 -> s8
306,h4,h9,h4->h9,s6 -> s3 -> s7
307,h3,h10,h3->h10,s5 -> s1 -> s8
308,h2,h11,h2->h11,s5 -> s8
309,h2,h11,h2->h11,s5 -> s4 -> s8
310,h4,h9,h4->h9,s6 -> s2 -> s7
311,h3,h10,h3->h10,s5 -> s1 -> s8
312,h1,h12,h1->h12,s5 -> s8
313,h4,h9,h4->h9,s6 -> s2 -> s7
314,h1,h12,h1->h12,s5 -> s4 -> s8
315,h2,h11,h2->h11,s5 -> s3 -> s8
316,h3,h10,h3->h10,s5 -> s1 -> s8
317,h4,h9,h4->h9,s6 -> s7
318,h2,h11,h2->h11,s5 -> s3 -> s8
319,h1,h12,h1->h12,s5 -> s8
320,h3,h10,h3->h10,s5 -> s2 -> s8
