selection,src,dst,pair,path
60,h2,h4,h2->h4,s2 -> s5 -> s6
61,h1,h4,h1->h4,s1 -> s3 -> s6
62,h2,h4,h2->h4,s2 -> s4 -> s6
63,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
64,h1,h4,h1->h4,s1 -> s4 -> s6
65,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
66,h2,h4,h2->h4,s2 -> s3 -> s6
67,h1,h4,h1->h4,s1 -> s4 -> s6
68,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
69,h2,h4,h2->h4,s2 -> s3 -> s6
70,h4,h2,h4->h2,s6 -> s4 -> s2
71,h1,h5,h1->h5,s1 -> s4 -> s7
72,h1,h4,h1->h4,s1 -> s3 -> s6
73,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
74,h2,h4,h2->h4,s2 -> s4 -> s6
75,h1,h4,h1->h4,s1 -> s3 -> s6
76,h1,h5,h1->h5,s1 -> s4 -> s7
77,h2,h4,h2->h4,s2 -> s5 -> s6
78,h1,h4,h1->h4,s1 -> s3 -> s6
79,h2,h4,h2->h4,s2 -> s4 -> s6
80,h1,h4,h1->h4,s1 -> s3 -> s6
81,h1,h5,h1->h5,s1 -> s4 -> s7
82,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
83,h2,h4,h2->h4,s2 -> s4 -> s6
84,h1,h4,h1->h4,s1 -> s3 -> s6
85,h1,h5,h1->h5,s1 -> s4 -> s7
86,h1,h4,h1->h4,s1 -> s3 -> s6
87,h2,h4,h2->h4,s2 -> s5 -> s6
88,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
89,h2,h4,h2->h4,s2 -> s4 -> s6
90,h1,h5,h1->h5,s1 -> s4 -> s7
91,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
92,h1,h4,h1->h4,s1 -> s4 -> s6
93,h2,h4,h2->h4,s2 -> s3 -> s6
94,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
95,h2,h4,h2->h4,s2 -> s5 -> s6
96,h1,h4,h1->h4,s1 -> s4 -> s6
97,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
98,h2,h4,h2->h4,s2 -> s4 -> s6
99,h1,h5,h1->h5,s1 -> s4 -> s7
100,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
101,h2,h4,h2->h4,s2 -> s5 -> s6
102,h1,h5,h1->h5,s1 -> s4 -> s7
103,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
104,h1,h4,h1->h4,s1 -> s3 -> s6
105,h2,h4,h2->h4,s2 -> s4 -> s6
106,h2,h4,h2->h4,s2 -> s5 -> s6
107,h1,h4,h1->h4,s1 -> s3 -> s6
108,h1,h5,h1->h5,s1 -> s4 -> s7
109,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
110,h1,h4,h1->h4,s1 -> s3 -> s6
111,h2,h4,h2->h4,s2 -> s4 -> s6
112,h2,h4,h2->h4,s2 -> s3 -> s6
113,h1,h5,h1->h5,s1 -> s4 -> s7
114,h1,h4,h1->h4,s1 -> s4 -> s6
115,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
116,h1,h4,h1->h4,s1 -> s4 -> s6
117,h2,h4,h2->h4,s2 -> s3 -> s6
118,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
119,h1,h5,h1->h5,s1 -> s4 -> s7
120,h2,h4,h2->h4,s2 -> s5 -> s6
121,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
122,h1,h5,h1->h5,s1 -> s4 -> s7
123,h2,h4,h2->h4,s2 -> s5 -> s6
124,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
125,h2,h4,h2->h4,s2 -> s3 -> s6
126,h1,h4,h1->h4,s1 -> s4 -> s6
127,h2,h4,h2->h4,s2 -> s5 -> s6
128,h1,h4,h1->h4,s1 -> s4 -> s6
129,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
130,h2,h4,h2->h4,s2 -> s3 -> s6
131,h1,h4,h1->h4,s1 -> s4 -> s6
132,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
133,h1,h5,h1->h5,s1 -> s4 -> s7
134,h1,h4,h1->h4,s1 -> s3 -> s6
135,h2,h4,h2->h4,s2 -> s5 -> s6
136,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
137,h2,h4,h2->h4,s2 -> s3 -> s6
138,h1,h4,h1->h4,s1 -> s4 -> s6
139,h1,h4,h1->h4,s1 -> s3 -> s6
140,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
141,h2,h4,h2->h4,s2 -> s5 -> s6
142,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
143,h1,h4,h1->h4,s1 -> s3 -> s6
144,h2,h4,h2->h4,s2 -> s5 -> s6
145,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
146,h2,h4,h2->h4,s2 -> s3 -> s6
147,h1,h4,h1->h4,s1 -> s4 -> s6
148,h1,h4,h1->h4,s1 -> s4 -> s6
149,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
150,h2,h4,h2->h4,s2 -> s3 -> s6
151,h2,h4,h2->h4,s2 -> s4 -> s6
152,h1,h4,h1->h4,s1 -> s3 -> s6
153,h1,h5,h1->h5,s1 -> s4 -> s7
154,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
155,h1,h4,h1->h4,s1 -> s3 -> s6
156,h2,h4,h2->h4,s2 -> s4 -> s6
157,h1,h5,h1->h5,s1 -> s4 -> s7
158,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
159,h2,h4,h2->h4,s2 -> s5 -> s6
160,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
161,h2,h4,h2->h4,s2 -> s4 -> s6
162,h1,h4,h1->h4,s1 -> s3 -> s6
163,h1,h5,h1->h5,s1 -> s4 -> s7
164,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
165,h2,h4,h2->h4,s2 -> s5 -> s6
166,h1,h5,h1->h5,s1 -> s4 -> s7
167,h2,h4,h2->h4,s2 -> s5 -> s6
168,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
169,h2,h4,h2->h4,s2 -> s4 -> s6
170,h1,h5,h1->h5,s1 -> s4 -> s7
171,h1,h4,h1->h4,s1 -> s3 -> s6
172,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
173,h1,h4,h1->h4,s1 -> s4 -> s6
174,h2,h4,h2->h4,s2 -> s3 -> s6
175,h1,h5,h1->h5,s1 -> s4 -> s7
176,h1,h4,h1->h4,s1 -> s3 -> s6
177,h2,h4,h2->h4,s2 -> s5 -> s6
178,h2,h4,h2->h4,s2 -> s4 -> s6
179,h1,h5,h1->h5,s1 -> s4 -> s7
180,h1,h4,h1->h4,s1 -> s3 -> s6
181,h2,h4,h2->h4,s2 -> s5 -> s6
182,h1,h5,h1->h5,s1 -> s4 -> s7
183,h1,h4,h1->h4,s1 -> s3 -> s6
184,h1,h4,h1->h4,s1 -> s4 -> s6
185,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
186,h2,h4,h2->h4,s2 -> s3 -> s6
187,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
188,h1,h4,h1->h4,s1 -> s4 -> s6
189,h2,h4,h2->h4,s2 -> s3 -> s6
190,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
191,h1,h4,h1->h4,s1 -> s4 -> s6
192,h2,h4,h2->h4,s2 -> s3 -> s6
193,h2,h4,h2->h4,s2 -> s5 -> s6
194,h1,h4,h1->h4,s1 -> s3 -> s6
195,h1,h5,h1->h5,s1 -> s4 -> s7
196,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
197,h1,h5,h1->h5,s1 -> s4 -> s7
198,h2,h4,h2->h4,s2 -> s4 -> s6
199,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
200,h1,h4,h1->h4,s1 -> s3 -> s6
201,h2,h4,h2->h4,s2 -> s5 -> s6
202,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
203,h1,h4,h1->h4,s1 -> s4 -> s6
204,h2,h4,h2->h4,s2 -> s5 -> s6
205,h1,h5,h1->h5,s1 -> s4 -> s7
206,h2,h4,h2->h4,s2 -> s3 -> s6
207,h1,h4,h1->h4,s1 -> s3 -> s6
208,h2,h4,h2->h4,s2 -> s4 -> s6
209,h1,h4,h1->h4,s1 -> s3 -> s6
210,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
211,h4,h2,h4->h2,s6 -> s3 -> s2
212,h1,h4,h1->h4,s1 -> s4 -> s6
213,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
214,h1,h4,h1->h4,s1 -> s3 -> s6
215,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
216,h2,h4,h2->h4,s2 -> s5 -> s6
217,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
218,h1,h4,h1->h4,s1 -> s3 -> s6
219,h2,h4,h2->h4,s2 -> s5 -> s6
220,h2,h4,h2->h4,s2 -> s4 -> s6
221,h1,h4,h1->h4,s1 -> s3 -> s6
222,h1,h5,h1->h5,s1 -> s4 -> s7
223,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
224,h2,h4,h2->h4,s2 -> s3 -> s6
225,h1,h4,h1->h4,s1 -> s4 -> s6
226,h5,h1,h5->h1,s7 -> s5 -> s2 -> s1
227,h2,h4,h2->h4,s2 -> s3 -> s6
228,h1,h4,h1->h4,s1 -> s4 -> s6
229,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
230,h1,h4,h1->h4,s1 -> s3 -> s6
231,h2,h4,h2->h4,s2 -> s4 -> s6
232,h2,h4,h2->h4,s2 -> s3 -> s6
233,h1,h5,h1->h5,s1 -> s4 -> s7
234,h1,h4,h1->h4,s1 -> s4 -> s6
235,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
236,h1,h4,h1->h4,s1 -> s3 -> s6
237,h2,h4,h2->h4,s2 -> s4 -> s6
238,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
239,h1,h5,h1->h5,s1 -> s4 -> s7
240,h2,h4,h2->h4,s2 -> s5 -> s6
241,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
242,h1,h4,h1->h4,s1 -> s3 -> s6
243,h2,h4,h2->h4,s2 -> s4 -> s6
244,h1,h4,h1->h4,s1 -> s3 -> s6
245,h2,h4,h2->h4,s2 -> s5 -> s6
246,h1,h5,h1->h5,s1 -> s4 -> s7
247,h2,h4,h2->h4,s2 -> s4 -> s6
248,h1,h4,h1->h4,s1 -> s3 -> s6
249,h1,h5,h1->h5,s1 -> s4 -> s7
250,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
251,h1,h4,h1->h4,s1 -> s4 -> s6
252,h2,h4,h2->h4,s2 -> s3 -> s6
253,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
254,h2,h4,h2->h4,s2 -> s5 -> s6
255,h1,h4,h1->h4,s1 -> s4 -> s6
256,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
257,h2,h4,h2->h4,s2 -> s3 -> s6
258,h1,h4,h1->h4,s1 -> s4 -> s6
259,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
260,h2,h4,h2->h4,s2 -> s5 -> s6
261,h1,h4,h1->h4,s1 -> s4 -> s6
262,h2,h4,h2->h4,s2 -> s3 -> s6
263,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
264,h1,h4,h1->h4,s1 -> s4 -> s6
265,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
266,h1,h4,h1->h4,s1 -> s3 -> s6
267,h2,h4,h2->h4,s2 -> s4 -> s6
268,h2,h4,h2->h4,s2 -> s4 -> s6
269,h1,h4,h1->h4,s1 -> s3 -> s6
270,h1,h5,h1->h5,s1 -> s4 -> s7
271,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
272,h2,h4,h2->h4,s2 -> s4 -> s6
273,h1,h4,h1->h4,s1 -> s3 -> s6
274,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
275,h1,h5,h1->h5,s1 -> s4 -> s7
276,h2,h4,h2->h4,s2 -> s5 -> s6
277,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
278,h2,h4,h2->h4,s2 -> s4 -> s6
279,h1,h5,h1->h5,s1 -> s4 -> s7
280,h1,h5,h1->h5,s1 -> s4 -> s7
281,h2,h4,h2->h4,s2 -> s5 -> s6
282,h1,h4,h1->h4,s1 -> s3 -> s6
283,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
284,h2,h4,h2->h4,s2 -> s3 -> s6
285,h1,h4,h1->h4,s1 -> s4 -> s6
286,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
287,h1,h4,h1->h4,s1 -> s3 -> s6
288,h2,h4,h2->h4,s2 -> s5 -> s6
289,h2,h4,h2->h4,s2 -> s3 -> s6
290,h1,h5,h1->h5,s1 -> s4 -> s7
291,h1,h4,h1->h4,s1 -> s4 -> s6
292,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
293,h1,h5,h1->h5,s1 -> s4 -> s7
294,h2,h4,h2->h4,s2 -> s5 -> s6
295,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
296,h2,h4,h2->h4,s2 -> s5 -> s6
297,h1,h4,h1->h4,s1 -> s3 -> s6
298,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
299,h2,h4,h2->h4,s2 -> s5 -> s6
300,h1,h4,h1->h4,s1 -> s4 -> s6
301,h1,h4,h1->h4,s1 -> s3 -> s6
302,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
303,h2,h4,h2->h4,s2 -> s5 -> s6
304,h1,h4,h1->h4,s1 -> s4 -> s6
305,h2,h4,h2->h4,s2 -> s3 -> s6
306,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
307,h1,h4,h1->h4,s1 -> s3 -> s6
308,h1,h5,h1->h5,s1 -> s4 -> s7
309,h2,h4,h2->h4,s2 -> s5 -> s6
310,h2,h4,h2->h4,s2 -> s4 -> s6
311,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
312,h1,h4,h1->h4,s1 -> s3 -> s6
313,h1,h4,h1->h4,s1 -> s4 -> s6
314,h2,h4,h2->h4,s2 -> s3 -> s6
315,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
316,h1,h5,h1->h5,s1 -> s4 -> s7
317,h1,h4,h1->h4,s1 -> s3 -> s6
318,h2,h4,h2->h4,s2 -> s4 -> s6
319,h2,h4,h2->h4,s2 -> s5 -> s6
320,h1,h5,h1->h5,s1 -> s4 -> s7
321,h1,h4,h1->h4,s1 -> s3 -> s6
322,h2,h4,h2->h4,s2 -> s4 -> s6
323,h1,h4,h1->h4,s1 -> s3 -> s6
324,h1,h5,h1->h5,s1 -> s4 -> s7
325,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
326,h2,h4,h2->h4,s2 -> s5 -> s6
327,h1,h4,h1->h4,s1 -> s3 -> s6
328,h1,h4,h1->h4,s1 -> s4 -> s6
329,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
330,h2,h4,h2->h4,s2 -> s3 -> s6
331,h4,h2,h4->h2,s6 -> s4 -> s2
332,h1,h5,h1->h5,s1 -> s4 -> s7
333,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
334,h1,h5,h1->h5,s1 -> s4 -> s7
335,h2,h4,h2->h4,s2 -> s5 -> s6
336,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
337,h1,h4,h1->h4,s1 -> s4 -> s6
338,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
339,h2,h4,h2->h4,s2 -> s3 -> s6
340,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
341,h1,h4,h1->h4,s1 -> s4 -> s6
342,h2,h4,h2->h4,s2 -> s5 -> s6
343,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
344,h1,h4,h1->h4,s1 -> s3 -> s6
345,h2,h4,h2->h4,s2 -> s5 -> s6
346,h1,h4,h1->h4,s1 -> s4 -> s6
347,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
348,h2,h4,h2->h4,s2 -> s3 -> s6
349,h2,h4,h2->h4,s2 -> s5 -> s6
350,h1,h5,h1->h5,s1 -> s4 -> s7
351,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
352,h4,h1,h4->h1,s6 -> s4 -> s1
353,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
354,h2,h4,h2->h4,s2 -> s5 -> s6
355,h1,h4,h1->h4,s1 -> s3 -> s6
356,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
357,h2,h4,h2->h4,s2 -> s5 -> s6
358,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
359,h1,h4,h1->h4,s1 -> s3 -> s6
360,h2,h4,h2->h4,s2 -> s5 -> s6
361,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
362,h2,h4,h2->h4,s2 -> s3 -> s6
363,h1,h4,h1->h4,s1 -> s4 -> s6
364,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
365,h2,h4,h2->h4,s2 -> s4 -> s6
366,h1,h5,h1->h5,s1 -> s4 -> s7
367,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
368,h1,h5,h1->h5,s1 -> s4 -> s7
369,h2,h4,h2->h4,s2 -> s5 -> s6
370,h4,h1,h4->h1,s6 -> s4 -> s1
371,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
372,h2,h4,h2->h4,s2 -> s3 -> s6
373,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
374,h2,h4,h2->h4,s2 -> s5 -> s6
375,h1,h5,h1->h5,s1 -> s4 -> s7
376,h2,h4,h2->h4,s2 -> s4 -> s6
377,h1,h4,h1->h4,s1 -> s3 -> s6
378,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
379,h1,h5,h1->h5,s1 -> s4 -> s7
380,h2,h4,h2->h4,s2 -> s3 -> s6
381,h1,h4,h1->h4,s1 -> s3 -> s6
382,h2,h4,h2->h4,s2 -> s5 -> s6
383,h1,h5,h1->h5,s1 -> s4 -> s7
384,h1,h4,h1->h4,s1 -> s3 -> s6
385,h1,h4,h1->h4,s1 -> s4 -> s6
386,h2,h4,h2->h4,s2 -> s5 -> s6
387,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
388,h1,h5,h1->h5,s1 -> s4 -> s7
389,h2,h4,h2->h4,s2 -> s3 -> s6
390,h1,h4,h1->h4,s1 -> s3 -> s6
391,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
392,h2,h4,h2->h4,s2 -> s5 -> s6
393,h1,h4,h1->h4,s1 -> s4 -> s6
394,h2,h4,h2->h4,s2 -> s3 -> s6
395,h1,h5,h1->h5,s1 -> s4 -> s7
396,h1,h4,h1->h4,s1 -> s4 -> s6
397,h2,h4,h2->h4,s2 -> s5 -> s6
398,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
399,h1,h4,h1->h4,s1 -> s3 -> s6
400,h2,h4,h2->h4,s2 -> s5 -> s6
401,h1,h4,h1->h4,s1 -> s4 -> s6
402,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
403,h1,h4,h1->h4,s1 -> s3 -> s6
404,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
405,h2,h4,h2->h4,s2 -> s5 -> s6
406,h2,h4,h2->h4,s2 -> s4 -> s6
407,h1,h5,h1->h5,s1 -> s4 -> s7
408,h1,h4,h1->h4,s1 -> s3 -> s6
409,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
410,h1,h4,h1->h4,s1 -> s4 -> s6
411,h2,h4,h2->h4,s2 -> s3 -> s6
412,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
413,h2,h4,h2->h4,s2 -> s5 -> s6
414,h1,h4,h1->h4,s1 -> s4 -> s6
415,h2,h4,h2->h4,s2 -> s3 -> s6
416,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
417,h1,h4,h1->h4,s1 -> s4 -> s6
418,h2,h4,h2->h4,s2 -> s5 -> s6
419,h1,h5,h1->h5,s1 -> s4 -> s7
420,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
421,h2,h4,h2->h4,s2 -> s4 -> s6
422,h1,h4,h1->h4,s1 -> s3 -> s6
423,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
424,h1,h5,h1->h5,s1 -> s4 -> s7
425,h2,h4,h2->h4,s2 -> s4 -> s6
426,h1,h4,h1->h4,s1 -> s3 -> s6
427,h1,h4,h1->h4,s1 -> s4 -> s6
428,h2,h4,h2->h4,s2 -> s5 -> s6
429,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
430,h2,h4,h2->h4,s2 -> s3 -> s6
431,h1,h5,h1->h5,s1 -> s4 -> s7
432,h1,h4,h1->h4,s1 -> s4 -> s6
433,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
434,h2,h4,h2->h4,s2 -> s4 -> s6
435,h1,h4,h1->h4,s1 -> s3 -> s6
436,h2,h4,h2->h4,s2 -> s5 -> s6
437,h1,h5,h1->h5,s1 -> s4 -> s7
438,h1,h4,h1->h4,s1 -> s3 -> s6
439,h2,h4,h2->h4,s2 -> s4 -> s6
440,h1,h4,h1->h4,s1 -> s3 -> s6
441,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
442,h1,h5,h1->h5,s1 -> s4 -> s7
443,h1,h4,h1->h4,s1 -> s3 -> s6
444,h2,h4,h2->h4,s2 -> s5 -> s6
445,h2,h4,h2->h4,s2 -> s4 -> s6
446,h1,h5,h1->h5,s1 -> s4 -> s7
447,h1,h4,h1->h4,s1 -> s3 -> s6
448,h1,h5,h1->h5,s1 -> s4 -> s7
449,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
450,h2,h4,h2->h4,s2 -> s5 -> s6
451,h1,h4,h1->h4,s1 -> s4 -> s6
452,h2,h4,h2->h4,s2 -> s3 -> s6
453,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
454,h1,h4,h1->h4,s1 -> s4 -> s6
455,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
456,h2,h4,h2->h4,s2 -> s3 -> s6
457,h2,h4,h2->h4,s2 -> s4 -> s6
458,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
459,h1,h4,h1->h4,s1 -> s3 -> s6
460,h1,h4,h1->h4,s1 -> s4 -> s6
461,h1,h5,h1->h5,s1 -> s2 -> s5 -> s7
462,h2,h4,h2->h4,s2 -> s3 -> s6
463,h1,h4,h1->h4,s1 -> s3 -> s6
464,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
465,h2,h4,h2->h4,s2 -> s5 -> s6
466,h2,h4,h2->h4,s2 -> s3 -> s6
467,h1,h5,h1->h5,s1 -> s4 -> s7
468,h1,h4,h1->h4,s1 -> s4 -> s6
469,h2,h4,h2->h4,s2 -> s5 -> s6
470,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
471,h1,h4,h1->h4,s1 -> s3 -> s6
472,h2,h4,h2->h4,s2 -> s4 -> s6
473,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
474,h1,h5,h1->h5,s1 -> s4 -> s7
475,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
476,h2,h4,h2->h4,s2 -> s5 -> s6
477,h1,h5,h1->h5,s1 -> s4 -> s7
478,h1,h4,h1->h4,s1 -> s4 -> s6
479,h2,h4,h2->h4,s2 -> s5 -> s6
480,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
481,h1,h4,h1->h4,s1 -> s3 -> s6
482,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
483,h2,h4,h2->h4,s2 -> s5 -> s6
484,h1,h5,h1->h5,s1 -> s2 -> s4 -> s7
485,h2,h4,h2->h4,s2 -> s3 -> s6
486,h1,h4,h1->h4,s1 -> s4 -> s6
487,h2,h4,h2->h4,s2 -> s5 -> s6
488,h1,h4,h1->h4,s1 -> s3 -> s6
489,h1,h5,h1->h5,s1 -> s4 -> s7
490,h1,h4,h1->h4,s1 -> s2 -> s3 -> s6
491,h2,h4,h2->h4,s2 -> s4 -> s6
492,h1,h5,h1->h5,s1 -> s4 -> s7
493,h1,h4,h1->h4,s1 -> s4 -> s6
494,h2,h4,h2->h4,s2 -> s5 -> s6
