selection,src,dst,pair,path
216,h1,h12,h1->h12,s5 -> s4 -> s8
217,h1,h12,h1->h12,s5 -> s8
218,h4,h9,h4->h9,s6 -> s3 -> s7
219,h2,h11,h2->h11,s5 -> s3 -> s8
220,h4,h9,h4->h9,s6 -> s1 -> s7
221,h2,h11,h2->h11,s5 -> s1 -> s8
222,h1,h12,h1->h12,s5 -> s2 -> s8
223,h2,h11,h2->h11,s5 -> s3 -> s8
224,h4,h9,h4->h9,s6 -> s2 -> s7
225,h1,h12,h1->h12,s5 -> s8
226,h1,h12,h1->h12,s5 -> s2 -> s8
227,h4,h9,h4->h9,s6 -> s3 -> s7
228,h2,h11,h2->h11,s5 -> s1 -> s8
229,h4,h9,h4->h9,s6 -> s7
230,h1,h12,h1->h12,s5 -> s3 -> s8
231,h2,h11,h2->h11,s5 -> s8
232,h1,h12,h1->h12,s5 -> s1 -> s8
233,h4,h9,h4->h9,s6 -> s4 -> s7
234,h2,h11,h2->h11,s5 -> s2 -> s8
235,h2,h11,h2->h11,s5 -> s8
236,h4,h9,h4->h9,s6 -> s1 -> s7
237,h1,h12,h1->h12,s5 -> s4 -> s8
238,h4,h9,h4->h9,s6 -> s7
239,h1,h12,h1->h12,s5 -> s1 -> s8
240,h2,h11,h2->h11,s5 -> s3 -> s8
241,h2,h11,h2->h11,s5 -> s8
242,h1,h12,h1->h12,s5 -> s2 -> s8
243,h4,h9,h4->h9,s6 -> s3 -> s7
244,h4,h9,h4->h9,s6 -> s2 -> s7
245,h1,h12,h1->h12,s5 -> s4 -> s8
246,h2,h11,h2->h11,s5 -> s3 -> s8
247,h1,h12,h1->h12,s5 -> s8
248,h2,h11,h2->h11,s5 -> s2 -> s8
249,h4,h9,h4->h9,s6 -> s7
250,h2,h11,h2->h11,s5 -> s1 -> s8
251,h1,h12,h1->h12,s5 -> s3 -> s8
252,h4,h9,h4->h9,s6 -> s4 -> s7
253,h2,h11,h2->h11,s5 -> s3 -> s8
254,h1,h12,h1->h12,s5 -> s4 -> s8
255,h4,h9,h4->h9,s6 -> s7
256,h1,h12,h1->h12,s5 -> s1 -> s8
257,h4,h9,h4->h9,s6 -> s2 -> s7
258,h2,h11,h2->h11,s5 -> s8
259,h2,h11,h2->h11,s5 -> s4 -> s8
260,h4,h9,h4->h9,s6 -> s1 -> s7
261,h1,h12,h1->h12,s5 -> s3 -> s8
262,h2,h11,h2->h11,s5 -> s8
263,h4,h9,h4->h9,s6 -> s2 -> s7
264,h1,h12,h1->h12,s5 -> s1 -> s8
265,h4,h9,h4->h9,s6 -> s3 -> s7
266,h1,h12,h1->h12,s5 -> s2 -> s8
267,h2,h11,h2->h11,s5 -> s1 -> s8
268,h1,h12,h1->h12,s5 -> s3 -> s8
269,h4,h9,h4->h9,s6 -> s2 -> s7
270,h2,h11,h2->h11,s5 -> s8
271,h4,h9,h4->h9,s6 -> s3 -> s7
272,h1,h12,h1->h12,s5 -> s1 -> s8
273,h2,h11,h2->h11,s5 -> s4 -> s8
274,h1,h12,h1->h12,s5 -> s8
275,h2,h11,h2->h11,s5 -> s3 -> s8
276,h4,h9,h4->h9,s6 -> s4 -> s7
277,h2,h11,h2->h11,s5 -> s1 -> s8
278,h4,h9,h4->h9,s6 -> s3 -> s7
279,h1,h12,h1->h12,s5 -> s4 -> s8
280,h1,h12,h1->h12,s5 -> s3 -> s8
281,h2,h11,h2->h11,s5 -> s8
282,h4,h9,h4->h9,s6 -> s1 -> s7
283,h2,h11,h2->h11,s5 -> s1 -> s8
284,h4,h9,h4->h9,s6 -> s3 -> s7
285,h1,h12,h1->h12,s5 -> s2 -> s8
286,h2,h11,h2->h11,s5 -> s3 -> s8
287,h1,h12,h1->h12,s5 -> s4 -> s8
288,h4,h9,h4->h9,s6 -> s2 -> s7
289,h2,h11,h2->h11,s5 -> s1 -> s8
290,h4,h9,h4->h9,s6 -> s7
291,h1,h12,h1->h12,s5 -> s8
292,h4,h9,h4->h9,s6 -> s4 -> s7
293,h1,h12,h1->h12,s5 -> s3 -> s8
294,h2,h11,h2->h11,s5 -> s1 -> s8
295,h2,h11,h2->h11,s5 -> s8
296,h1,h12,h1->h12,s5 -> s2 -> s8
297,h4,h9,h4->h9,s6 -> s7
298,h2,h11,h2->h11,s5 -> s1 -> s8
299,h1,h12,h1->h12,s5 -> s3 -> s8
300,h4,h9,h4->h9,s6 -> s2 -> s7
301,h4,h9,h4->h9,s6 -> s3 -> s7
302,h2,h11,h2->h11,s5 -> s8
303,h1,h12,h1->h12,s5 -> s4 -> s8
304,h2,h11,h2->h11,s5 -> s1 -> s8
305,h4,h9,h4->h9,s6 -> s4 -> s7
306,h1,h12,h1->h12,s5 -> s3 -> s8
307,h2,h11,h2->h11,s5 -> s8
308,h1,h12,h1->h12,s5 -> s2 -> s8
309,h4,h9,h4->h9,s6 -> s1 -> s7
310,h2,h11,h2->h11,s5 -> s4 -> s8
311,h4,h9,h4->h9,s6 -> s7
312,h1,h12,h1->h12,s5 -> s3 -> s8
313,h2,h11,h2->h11,s5 -> s1 -> s8
314,h1,h12,h1->h12,s5 -> s2 -> s8
315,h4,h9,h4->h9,s6 -> s4 -> s7
316,h1,h12,h1->h12,s5 -> s3 -> s8
317,h2,h11,h2->h11,s5 -> s8
318,h4,h9,h4->h9,s6 -> s1 -> s7
319,h1,h12,h1->h12,s5 -> s1 -> s8
320,h4,h9,h4->h9,s6 -> s2 -> s7
321,h2,h11,h2->h11,s5 -> s4 -> s8
322,h1,h12,h1->h12,s5 -> s8
323,h2,h11,h2->h11,s5 -> s3 -> s8
324,h4,h9,h4->h9,s6 -> s4 -> s7
325,h2,h11,h2->h11,s5 -> s1 -> s8
326,h4,h9,h4->h9,s6 -> s3 -> s7
327,h1,h12,h1->h12,s5 -> s4 -> s8
328,h4,h9,h4->h9,s6 -> s7
329,h1,h12,h1->h12,s5 -> s3 -> s8
330,h2,h11,h2->h11,s5 -> s8
331,h4,h9,h4->h9,s6 -> s1 -> s7
332,h2,h11,h2->h11,s5 -> s1 -> s8
333,h1,h12,h1->h12,s5 -> s2 -> s8
334,h4,h9,h4->h9,s6 -> s2 -> s7
335,h1,h12,h1->h12,s5 -> s3 -> s8
336,h2,h11,h2->h11,s5 -> s8
337,h1,h12,h1->h12,s5 -> s4 -> s8
338,h4,h9,h4->h9,s6 -> s7
339,h2,h11,h2->h11,s5 -> s4 -> s8
340,h1,h12,h1->h12,s5 -> s3 -> s8
341,h2,h11,h2->h11,s5 -> s1 -> s8
342,h4,h9,h4->h9,s6 -> s2 -> s7
343,h1,h12,h1->h12,s5 -> s8
344,h2,h11,h2->h11,s5 -> s4 -> s8
345,h4,h9,h4->h9,s6 -> s1 -> s7
346,h2,h11,h2->h11,s5 -> s1 -> s8
347,h1,h12,h1->h12,s5 -> s3 -> s8
348,h4,h9,h4->h9,s6 -> s4 -> s7
349,h1,h12,h1->h12,s5 -> s3 -> s8
350,h4,h9,h4->h9,s6 -> s2 -> s7
351,h2,h11,h2->h11,s5 -> s8
352,h1,h12,h1->h12,s5 -> s4 -> s8
353,h2,h11,h2->h11,s5 -> s1 -> s8
354,h4,h9,h4->h9,s6 -> s3 -> s7
355,h1,h12,h1->h12,s5 -> s4 -> s8
356,h4,h9,h4->h9,s6 -> s1 -> s7
357,h2,h11,h2->h11,s5 -> s8
358,h4,h9,h4->h9,s6 -> s4 -> s7
359,h2,h11,h2->h11,s5 -> s1 -> s8
360,h1,h12,h1->h12,s5 -> s3 -> s8
361,h2,h11,h2->h11,s5 -> s4 -> s8
362,h4,h9,h4->h9,s6 -> s7
363,h1,h12,h1->h12,s5 -> s8
364,h4,h9,h4->h9,s6 -> s2 -> s7
365,h1,h12,h1->h12,s5 -> s3 -> s8
366,h2,h11,h2->h11,s5 -> s2 -> s8
367,h2,h11,h2->h11,s5 -> s8
368,h1,h12,h1->h12,s5 -> s1 -> s8
369,h4,h9,h4->h9,s6 -> s3 -> s7
370,h2,h11,h2->h11,s5 -> s8
371,h1,h12,h1->h12,s5 -> s3 -> s8
372,h4,h9,h4->h9,s6 -> s2 -> s7
373,h2,h11,h2->h11,s5 -> s1 -> s8
374,h4,h9,h4->h9,s6 -> s7
375,h1,h12,h1->h12,s5 -> s3 -> s8
376,h1,h12,h1->h12,s5 -> s8
377,h2,h11,h2->h11,s5 -> s4 -> s8
378,h4,h9,h4->h9,s6 -> s1 -> s7
379,h1,h12,h1->h12,s5 -> s3 -> s8
380,h4,h9,h4->h9,s6 -> s7
381,h2,h11,h2->h11,s5 -> s1 -> s8
382,h2,h11,h2->h11,s5 -> s8
383,h4,h9,h4->h9,s6 -> s1 -> s7
384,h1,h12,h1->h12,s5 -> s4 -> s8
385,h1,h12,h1->h12,s5 -> s4 -> s8
386,h4,h9,h4->h9,s6 -> s3 -> s7
387,h2,h11,h2->h11,s5 -> s2 -> s8
388,h2,h11,h2->h11,s5 -> s8
389,h1,h12,h1->h12,s5 -> s3 -> s8
390,h4,h9,h4->h9,s6 -> s3 -> s7
391,h2,h11,h2->h11,s5 -> s4 -> s8
392,h1,h12,h1->h12,s5 -> s2 -> s8
393,h4,h9,h4->h9,s6 -> s1 -> s7
394,h2,h11,h2->h11,s5 -> s8
395,h1,h12,h1->h12,s5 -> s3 -> s8
396,h4,h9,h4->h9,s6 -> s4 -> s7
397,h1,h12,h1->h12,s5 -> s1 -> s8
398,h2,h11,h2->h11,s5 -> s8
399,h4,h9,h4->h9,s6 -> s7
400,h1,h12,h1->h12,s5 -> s3 -> s8
401,h4,h9,h4->h9,s6 -> s4 -> s7
402,h2,h11,h2->h11,s5 -> s2 -> s8
403,h1,h12,h1->h12,s5 -> s8
404,h4,h9,h4->h9,s6 -> s2 -> s7
405,h2,h11,h2->h11,s5 -> s1 -> s8
406,h2,h11,h2->h11,s5 -> s8
407,h4,h9,h4->h9,s6 -> s1 -> s7
408,h1,h12,h1->h12,s5 -> s2 -> s8
409,h1,h12,h1->h12,s5 -> s3 -> s8
410,h4,h9,h4->h9,s6 -> s7
411,h2,h11,h2->h11,s5 -> s1 -> s8
412,h4,h9,h4->h9,s6 -> s3 -> s7
413,h1,h12,h1->h12,s5 -> s4 -> s8
414,h2,h11,h2->h11,s5 -> s8
415,h4,h9,h4->h9,s6 -> s2 -> s7
416,h2,h11,h2->h11,s5 -> s1 -> s8
417,h1,h12,h1->h12,s5 -> s3 -> s8
418,h4,h9,h4->h9,s6 -> s7
419,h2,h11,h2->h11,s5 -> s8
420,h1,h12,h1->h12,s5 -> s2 -> s8
421,h4,h9,h4->h9,s6 -> s2 -> s7
422,h2,h11,h2->h11,s5 -> s2 -> s8
423,h1,h12,h1->h12,s5 -> s1 -> s8
424,h2,h11,h2->h11,s5 -> s8
425,h4,h9,h4->h9,s6 -> s1 -> s7
426,h1,h12,h1->h12,s5 -> s3 -> s8
427,h4,h9,h4->h9,s6 -> s4 -> s7
428,h2,h11,h2->h11,s5 -> s4 -> s8
429,h1,h12,h1->h12,s5 -> s1 -> s8
430,h4,h9,h4->h9,s6 -> s1 -> s7
431,h1,h12,h1->h12,s5 -> s8
432,h2,h11,h2->h11,s5 -> s3 -> s8
433,h1,h12,h1->h12,s5 -> s1 -> s8
434,h4,h9,h4->h9,s6 -> s3 -> s7
435,h2,h11,h2->h11,s5 -> s4 -> s8
436,h4,h9,h4->h9,s6 -> s1 -> s7
437,h1,h12,h1->h12,s5 -> s3 -> s8
438,h2,h11,h2->h11,s5 -> s8
439,h4,h9,h4->h9,s6 -> s7
440,h2,h11,h2->h11,s5 -> s1 -> s8
441,h1,h12,h1->h12,s5 -> s3 -> s8
442,h1,h12,h1->h12,s5 -> s4 -> s8
443,h2,h11,h2->h11,s5 -> s1 -> s8
444,h4,h9,h4->h9,s6 -> s2 -> s7
445,h1,h12,h1->h12,s5 -> s4 -> s8
446,h2,h11,h2->h11,s5 -> s3 -> s8
447,h4,h9,h4->h9,s6 -> s1 -> s7
448,h2,h11,h2->h11,s5 -> s1 -> s8
449,h1,h12,h1->h12,s5 -> s2 -> s8
450,h4,h9,h4->h9,s6 -> s4 -> s7
451,h2,h11,h2->h11,s5 -> s4 -> s8
452,h1,h12,h1->h12,s5 -> s8
453,h4,h9,h4->h9,s6 -> s3 -> s7
454,h1,h12,h1->h12,s5 -> s2 -> s8
455,h4,h9,h4->h9,s6 -> s4 -> s7
456,h2,h11,h2->h11,s5 -> s3 -> s8
457,h4,h9,h4->h9,s6 -> s1 -> s7
458,h2,h11,h2->h11,s5 -> s8
459,h1,h12,h1->h12,s5 -> s4 -> s8
460,h1,h12,h1->h12,s5 -> s3 -> s8
461,h2,h11,h2->h11,s5 -> s1 -> s8
462,h4,h9,h4->h9,s6 -> s2 -> s7
463,h4,h9,h4->h9,s6 -> s1 -> s7
464,h1,h12,h1->h12,s5 -> s4 -> s8
465,h2,h11,h2->h11,s5 -> s8
466,h4,h9,h4->h9,s6 -> s7
467,h1,h12,h1->h12,s5 -> s2 -> s8
468,h2,h11,h2->h11,s5 -> s3 -> s8
469,h1,h12,h1->h12,s5 -> s1 -> s8
470,h2,h11,h2->h11,s5 -> s8
471,h4,h9,h4->h9,s6 -> s3 -> s7
472,h4,h9,h4->h9,s6 -> s2 -> s7
473,h1,h12,h1->h12,s5 -> s3 -> s8
474,h2,h11,h2->h11,s5 -> s4 -> s8
475,h2,h11,h2->h11,s5 -> s8
476,h1,h12,h1->h12,s5 -> s1 -> s8
477,h4,h9,h4->h9,s6 -> s7
478,h4,h9,h4->h9,s6 -> s2 -> s7
479,h1,h12,h1->h12,s5 -> s3 -> s8
480,h2,h11,h2->h11,s5 -> s4 -> s8
481,h2,h11,h2->h11,s5 -> s2 -> s8
482,h1,h12,h1->h12,s5 -> s1 -> s8
483,h4,h9,h4->h9,s6 -> s4 -> s7
484,h1,h12,h1->h12,s5 -> s3 -> s8
485,h2,h11,h2->h11,s5 -> s8
486,h4,h9,h4->h9,s6 -> s1 -> s7
487,h2,h11,h2->h11,s5 -> s1 -> s8
488,h4,h9,h4->h9,s6 -> s3 -> s7
489,h1,h12,h1->h12,s5 -> s2 -> s8
490,h1,h12,h1->h12,s5 -> s4 -> s8
491,h4,h9,h4->h9,s6 -> s1 -> s7
492,h2,h11,h2->h11,s5 -> s3 -> s8
493,h2,h11,h2->h11,s5 -> s8
494,h1,h12,h1->h12,s5 -> s2 -> s8
495,h4,h9,h4->h9,s6 -> s3 -> s7
496,h1,h12,h1->h12,s5 -> s3 -> s8
497,h4,h9,h4->h9,s6 -> s7
498,h2,h11,h2->h11,s5 -> s1 -> s8
499,h4,h9,h4->h9,s6 -> s2 -> s7
500,h1,h12,h1->h12,s5 -> s3 -> s8
501,h2,h11,h2->h11,s5 -> s8
502,h2,h11,h2->h11,s5 -> s4 -> s8
503,h1,h12,h1->h12,s5 -> s1 -> s8
504,h4,h9,h4->h9,s6 -> s7
505,h2,h11,h2->h11,s5 -> s8
506,h1,h12,h1->h12,s5 -> s2 -> s8
507,h4,h9,h4->h9,s6 -> s4 -> s7
508,h4,h9,h4->h9,s6 -> s2 -> s7
509,h1,h12,h1->h12,s5 -> s3 -> s8
510,h2,h11,h2->h11,s5 -> s1 -> s8
511,h2,h11,h2->h11,s5 -> s8
512,h4,h9,h4->h9,s6 -> s1 -> s7
513,h1,h12,h1->h12,s5 -> s4 -> s8
514,h4,h9,h4->h9,s6 -> s4 -> s7
515,h2,h11,h2->h11,s5 -> s1 -> s8
516,h1,h12,h1->h12,s5 -> s2 -> s8
517,h2,h11,h2->h11,s5 -> s8
518,h4,h9,h4->h9,s6 -> s3 -> s7
519,h1,h12,h1->h12,s5 -> s4 -> s8
520,h1,h12,h1->h12,s5 -> s1 -> s8
521,h2,h11,h2->h11,s5 -> s3 -> s8
522,h4,h9,h4->h9,s6 -> s4 -> s7
523,h1,h12,h1->h12,s5 -> s8
524,h4,h9,h4->h9,s6 -> s3 -> s7
525,h2,h11,h2->h11,s5 -> s2 -> s8
