state,action_len,reward,target,baseline,old_q,new_q,action_trials,update
"('h2', 'h4', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.789,-0.789,-0.245,0.0,-0.221,1,45
"('h4', 'h2', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.789,-0.789,-0.245,0.0,-0.221,1,46
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.075,1.0,-0.624,0.0,0.28,1,47
"('h5', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.075,1.0,-0.624,0.0,0.28,1,48
"('h1', 'h4', 'util3', 'active1', 'rtt6', 'loss0')",3,-0.805,-0.805,-0.738,0.0,-0.225,1,49
"('h4', 'h1', 'util3', 'active1', 'rtt6', 'loss0')",3,-0.805,-0.805,-0.738,0.0,-0.225,1,50
"('h2', 'h4', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.095,0.448,-0.236,0.0,0.126,1,51
"('h4', 'h2', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.095,0.448,-0.236,0.0,0.126,1,52
"('h1', 'h4', 'util2', 'active0', 'rtt6', 'loss0')",3,-0.82,-0.82,-0.743,-0.224,-0.391,2,53
"('h4', 'h1', 'util2', 'active0', 'rtt6', 'loss0')",3,-0.82,-0.82,-0.743,-0.224,-0.391,2,54
"('h1', 'h5', 'util2', 'active1', 'rtt0', 'loss0')",4,-0.11,1.0,-0.593,0.0,0.28,2,55
"('h5', 'h1', 'util2', 'active1', 'rtt0', 'loss0')",4,-0.11,1.0,-0.593,0.0,0.28,2,56
"('h2', 'h4', 'util3', 'active0', 'rtt6', 'loss0')",3,-0.789,-0.789,-0.269,0.0,-0.221,1,57
"('h4', 'h2', 'util3', 'active0', 'rtt6', 'loss0')",3,-0.789,-0.789,-0.269,0.0,-0.221,1,58
"('h1', 'h4', 'util3', 'active1', 'rtt6', 'loss0')",4,-0.803,-0.803,-0.746,0.0,-0.225,1,59
"('h4', 'h1', 'util3', 'active1', 'rtt6', 'loss0')",4,-0.803,-0.803,-0.746,0.0,-0.225,1,60
"('h2', 'h4', 'util3', 'active0', 'rtt6', 'loss0')",3,-0.106,0.487,-0.259,0.0,0.136,1,61
"('h4', 'h2', 'util3', 'active0', 'rtt6', 'loss0')",3,-0.106,0.487,-0.259,0.0,0.136,1,62
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.079,1.0,-0.562,0.28,0.482,3,63
"('h5', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.079,1.0,-0.562,0.28,0.482,3,64
"('h1', 'h5', 'util2', 'active1', 'rtt0', 'loss0')",4,-0.114,1.0,-0.536,0.28,0.482,3,65
"('h5', 'h1', 'util2', 'active1', 'rtt0', 'loss0')",4,-0.114,1.0,-0.536,0.28,0.482,3,66
"('h1', 'h4', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.788,-0.788,-0.749,0.0,-0.221,1,67
"('h4', 'h1', 'util2', 'active0', 'rtt4', 'loss0')",3,-0.788,-0.788,-0.749,0.0,-0.221,1,68
"('h2', 'h4', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.102,0.473,-0.25,0.0,0.132,2,69
"('h4', 'h2', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.102,0.473,-0.25,0.0,0.132,2,70
"('h2', 'h4', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.788,-0.788,-0.282,0.0,-0.221,1,71
"('h4', 'h2', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.788,-0.788,-0.282,0.0,-0.221,1,72
"('h1', 'h4', 'util2', 'active0', 'rtt6', 'loss0')",4,-0.437,-0.437,-0.73,-0.223,-0.282,5,73
"('h4', 'h1', 'util2', 'active0', 'rtt6', 'loss0')",4,-0.437,-0.437,-0.73,-0.223,-0.282,5,74
"('h1', 'h5', 'util2', 'active1', 'rtt6', 'loss0')",3,-0.805,-0.805,-0.552,0.0,-0.225,2,75
"('h5', 'h1', 'util2', 'active1', 'rtt6', 'loss0')",3,-0.805,-0.805,-0.552,0.0,-0.225,2,76
"('h1', 'h5', 'util2', 'active1', 'rtt6', 'loss0')",4,-0.138,-0.138,-0.527,0.0,-0.039,1,77
"('h5', 'h1', 'util2', 'active1', 'rtt6', 'loss0')",4,-0.138,-0.138,-0.527,0.0,-0.039,1,78
"('h1', 'h4', 'util2', 'active0', 'rtt0', 'loss0')",3,-0.79,-0.79,-0.734,0.0,-0.221,3,79
"('h4', 'h1', 'util2', 'active0', 'rtt0', 'loss0')",3,-0.79,-0.79,-0.734,0.0,-0.221,3,80
"('h2', 'h4', 'util2', 'active0', 'rtt0', 'loss0')",3,-0.11,0.515,-0.272,0.0,0.144,3,81
"('h4', 'h2', 'util2', 'active0', 'rtt0', 'loss0')",3,-0.11,0.515,-0.272,0.0,0.144,3,82
"('h1', 'h5', 'util2', 'active1', 'rtt0', 'loss0')",4,-0.113,1.0,-0.502,0.482,0.627,5,83
"('h5', 'h1', 'util2', 'active1', 'rtt0', 'loss0')",4,-0.113,1.0,-0.502,0.482,0.627,5,84
"('h1', 'h4', 'util2', 'active1', 'rtt6', 'loss0')",3,-0.772,-0.772,-0.736,-0.226,-0.379,3,85
"('h4', 'h1', 'util2', 'active1', 'rtt6', 'loss0')",3,-0.772,-0.772,-0.736,-0.226,-0.379,3,86
"('h1', 'h4', 'util2', 'active0', 'rtt5', 'loss0')",4,-0.075,1.0,-0.696,0.0,0.28,1,87
"('h4', 'h1', 'util2', 'active0', 'rtt5', 'loss0')",4,-0.075,1.0,-0.696,0.0,0.28,1,88
"('h2', 'h4', 'util2', 'active0', 'rtt0', 'loss0')",3,-0.067,0.613,-0.259,0.144,0.276,4,89
"('h4', 'h2', 'util2', 'active0', 'rtt0', 'loss0')",3,-0.067,0.613,-0.259,0.144,0.276,4,90
"('h2', 'h4', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.075,0.553,-0.248,0.132,0.25,3,91
"('h4', 'h2', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.075,0.553,-0.248,0.132,0.25,3,92
"('h1', 'h5', 'util2', 'active0', 'rtt6', 'loss0')",4,-0.097,1.0,-0.478,0.28,0.482,3,93
"('h5', 'h1', 'util2', 'active0', 'rtt6', 'loss0')",4,-0.097,1.0,-0.478,0.28,0.482,3,94
"('h1', 'h4', 'util3', 'active1', 'rtt4', 'loss0')",3,-0.771,-0.771,-0.701,0.0,-0.216,1,95
"('h4', 'h1', 'util3', 'active1', 'rtt4', 'loss0')",3,-0.771,-0.771,-0.701,0.0,-0.216,1,96
"('h1', 'h4', 'util3', 'active0', 'rtt4', 'loss0')",4,-0.43,-0.43,-0.685,0.0,-0.121,1,97
"('h4', 'h1', 'util3', 'active0', 'rtt4', 'loss0')",4,-0.43,-0.43,-0.685,0.0,-0.121,1,98
"('h1', 'h5', 'util3', 'active1', 'rtt0', 'loss0')",4,-0.093,1.0,-0.455,0.28,0.482,3,99
"('h5', 'h1', 'util3', 'active1', 'rtt0', 'loss0')",4,-0.093,1.0,-0.455,0.28,0.482,3,100
"('h2', 'h4', 'util3', 'active0', 'rtt6', 'loss0')",3,-0.114,0.404,-0.24,0.136,0.211,2,101
"('h4', 'h2', 'util3', 'active0', 'rtt6', 'loss0')",3,-0.114,0.404,-0.24,0.136,0.211,2,102
"('h1', 'h4', 'util3', 'active1', 'rtt6', 'loss0')",3,-0.776,-0.776,-0.69,-0.225,-0.379,2,103
"('h4', 'h1', 'util3', 'active1', 'rtt6', 'loss0')",3,-0.776,-0.776,-0.69,-0.225,-0.379,2,104
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.065,1.0,-0.431,0.482,0.627,6,105
"('h5', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.065,1.0,-0.431,0.482,0.627,6,106
"('h2', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.793,-0.793,-0.273,0.0,-0.222,3,107
"('h4', 'h2', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.793,-0.793,-0.273,0.0,-0.222,3,108
"('h1', 'h5', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.111,0.961,-0.412,0.28,0.471,4,109
"('h5', 'h1', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.111,0.961,-0.412,0.28,0.471,4,110
"('h1', 'h4', 'util3', 'active0', 'rtt6', 'loss0')",4,-0.451,-0.451,-0.676,0.0,-0.126,2,111
"('h4', 'h1', 'util3', 'active0', 'rtt6', 'loss0')",4,-0.451,-0.451,-0.676,0.0,-0.126,2,112
"('h2', 'h4', 'util3', 'active0', 'rtt6', 'loss0')",3,-0.07,0.611,-0.261,0.211,0.323,3,113
"('h4', 'h2', 'util3', 'active0', 'rtt6', 'loss0')",3,-0.07,0.611,-0.261,0.211,0.323,3,114
"('h2', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.804,-0.804,-0.294,0.0,-0.225,2,115
"('h4', 'h2', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.804,-0.804,-0.294,0.0,-0.225,2,116
"('h1', 'h5', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.106,0.919,-0.394,0.0,0.257,1,117
"('h5', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.106,0.919,-0.394,0.0,0.257,1,118
"('h1', 'h4', 'util1', 'active1', 'rtt4', 'loss0')",3,-0.827,-0.827,-0.685,0.0,-0.232,1,119
"('h4', 'h1', 'util1', 'active1', 'rtt4', 'loss0')",3,-0.827,-0.827,-0.685,0.0,-0.232,1,120
"('h2', 'h4', 'util2', 'active0', 'rtt6', 'loss0')",4,-0.123,-0.123,-0.283,0.0,-0.034,2,121
"('h4', 'h2', 'util2', 'active0', 'rtt6', 'loss0')",4,-0.123,-0.123,-0.283,0.0,-0.034,2,122
"('h1', 'h5', 'util4', 'active0', 'rtt0', 'loss0')",4,-0.083,0.931,-0.375,0.0,0.261,1,123
"('h5', 'h1', 'util4', 'active0', 'rtt0', 'loss0')",4,-0.083,0.931,-0.375,0.0,0.261,1,124
"('h1', 'h4', 'util4', 'active0', 'rtt6', 'loss0')",4,-0.858,-0.858,-0.695,0.0,-0.24,1,125
"('h4', 'h1', 'util4', 'active0', 'rtt6', 'loss0')",4,-0.858,-0.858,-0.695,0.0,-0.24,1,126
"('h2', 'h4', 'util4', 'active1', 'rtt0', 'loss0')",3,-0.098,0.556,-0.272,0.0,0.156,1,127
"('h4', 'h2', 'util4', 'active1', 'rtt0', 'loss0')",3,-0.098,0.556,-0.272,0.0,0.156,1,128
"('h1', 'h5', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.126,-0.126,-0.36,0.257,0.15,2,129
"('h5', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.126,-0.126,-0.36,0.257,0.15,2,130
"('h2', 'h4', 'util1', 'active0', 'rtt6', 'loss0')",3,-0.801,-0.801,-0.304,0.0,-0.224,1,131
"('h4', 'h2', 'util1', 'active0', 'rtt6', 'loss0')",3,-0.801,-0.801,-0.304,0.0,-0.224,1,132
"('h1', 'h4', 'util1', 'active1', 'rtt6', 'loss0')",3,-0.772,-0.772,-0.7,0.0,-0.216,3,133
"('h4', 'h1', 'util1', 'active1', 'rtt6', 'loss0')",3,-0.772,-0.772,-0.7,0.0,-0.216,3,134
"('h1', 'h5', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.113,0.74,-0.345,0.15,0.315,4,135
"('h5', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.113,0.74,-0.345,0.15,0.315,4,136
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.086,0.779,-0.33,0.627,0.669,7,137
"('h5', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.086,0.779,-0.33,0.0,0.218,2,138
"('h1', 'h4', 'util2', 'active0', 'rtt5', 'loss0')",4,-0.808,-0.808,-0.706,0.28,-0.025,2,139
"('h4', 'h1', 'util2', 'active0', 'rtt5', 'loss0')",4,-0.808,-0.808,-0.706,0.28,-0.025,2,140
"('h2', 'h4', 'util2', 'active0', 'rtt6', 'loss0')",3,-0.061,0.731,-0.289,0.0,0.205,3,141
"('h4', 'h2', 'util2', 'active0', 'rtt6', 'loss0')",3,-0.061,0.731,-0.289,0.0,0.205,3,142
"('h1', 'h4', 'util1', 'active0', 'rtt6', 'loss0')",4,-0.482,-0.482,-0.693,0.0,-0.135,1,143
"('h4', 'h1', 'util1', 'active0', 'rtt6', 'loss0')",4,-0.482,-0.482,-0.693,0.0,-0.135,1,144
"('h1', 'h5', 'util1', 'active1', 'rtt0', 'loss0')",3,-0.798,-0.798,-0.358,0.0,-0.223,3,145
"('h5', 'h1', 'util1', 'active1', 'rtt0', 'loss0')",3,-0.798,-0.798,-0.358,0.0,-0.223,3,146
"('h1', 'h5', 'util2', 'active0', 'rtt6', 'loss0')",4,-0.099,0.776,-0.342,0.482,0.564,4,147
"('h5', 'h1', 'util2', 'active0', 'rtt6', 'loss0')",4,-0.099,0.776,-0.342,0.482,0.564,4,148
"('h2', 'h4', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.1,0.569,-0.278,0.25,0.339,5,149
"('h4', 'h2', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.1,0.569,-0.278,0.25,0.339,5,150
"('h1', 'h4', 'util3', 'active1', 'rtt0', 'loss0')",3,-0.816,-0.816,-0.7,0.0,-0.228,2,151
"('h4', 'h1', 'util3', 'active1', 'rtt0', 'loss0')",3,-0.816,-0.816,-0.7,0.0,-0.228,2,152
"('h1', 'h4', 'util2', 'active1', 'rtt4', 'loss0')",3,-0.787,-0.787,-0.705,0.0,-0.22,1,153
"('h4', 'h1', 'util2', 'active1', 'rtt4', 'loss0')",3,-0.787,-0.787,-0.705,0.0,-0.22,1,154
"('h1', 'h5', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.139,-0.139,-0.33,0.471,0.3,6,155
"('h5', 'h1', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.139,-0.139,-0.33,0.471,0.3,6,156
"('h2', 'h4', 'util2', 'active0', 'rtt0', 'loss0')",3,-0.101,0.53,-0.268,0.276,0.347,8,157
"('h4', 'h2', 'util2', 'active0', 'rtt0', 'loss0')",3,-0.101,0.53,-0.268,0.276,0.347,8,158
"('h1', 'h4', 'util3', 'active0', 'rtt6', 'loss0')",3,-0.784,-0.784,-0.71,0.0,-0.22,4,159
"('h4', 'h1', 'util3', 'active0', 'rtt6', 'loss0')",3,-0.784,-0.784,-0.71,0.0,-0.22,4,160
"('h2', 'h4', 'util3', 'active1', 'rtt0', 'loss0')",3,-0.103,0.494,-0.258,0.0,0.138,1,161
"('h4', 'h2', 'util3', 'active1', 'rtt0', 'loss0')",3,-0.103,0.494,-0.258,0.0,0.138,1,162
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.089,0.724,-0.316,0.669,0.685,10,163
"('h5', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.089,0.724,-0.316,0.627,0.654,9,164
"('h2', 'h4', 'util1', 'active1', 'rtt0', 'loss0')",3,-0.798,-0.798,-0.29,0.0,-0.224,2,165
"('h4', 'h2', 'util1', 'active1', 'rtt0', 'loss0')",3,-0.798,-0.798,-0.29,0.0,-0.224,2,166
"('h1', 'h5', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.118,0.593,-0.304,0.3,0.382,7,167
"('h5', 'h1', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.118,0.593,-0.304,0.3,0.382,7,168
"('h1', 'h4', 'util2', 'active0', 'rtt4', 'loss0')",4,-0.44,-0.44,-0.694,0.0,-0.123,1,169
"('h4', 'h1', 'util2', 'active0', 'rtt4', 'loss0')",4,-0.44,-0.44,-0.694,0.0,-0.123,1,170
"('h2', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.823,-0.823,-0.322,0.0,-0.23,3,171
"('h4', 'h2', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.823,-0.823,-0.322,0.0,-0.23,3,172
"('h1', 'h5', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.12,0.551,-0.293,0.315,0.381,5,173
"('h5', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.12,0.551,-0.293,0.315,0.381,5,174
"('h2', 'h4', 'util1', 'active1', 'rtt6', 'loss0')",3,-0.12,-0.12,-0.31,0.0,-0.034,1,175
"('h4', 'h2', 'util1', 'active1', 'rtt6', 'loss0')",3,-0.12,-0.12,-0.31,0.0,-0.034,1,176
"('h1', 'h4', 'util1', 'active0', 'rtt6', 'loss0')",3,-0.779,-0.779,-0.699,0.0,-0.218,3,177
"('h4', 'h1', 'util1', 'active0', 'rtt6', 'loss0')",3,-0.779,-0.779,-0.699,0.0,-0.218,3,178
"('h1', 'h5', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.113,0.539,-0.282,0.382,0.426,8,179
"('h5', 'h1', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.113,0.539,-0.282,0.382,0.426,8,180
"('h1', 'h4', 'util2', 'active1', 'rtt6', 'loss0')",4,-0.428,-0.428,-0.683,-0.116,-0.203,3,181
"('h4', 'h1', 'util2', 'active1', 'rtt6', 'loss0')",4,-0.428,-0.428,-0.683,-0.116,-0.203,3,182
"('h1', 'h5', 'util0', 'active0', 'rtt0', 'loss0')",4,-0.09,0.575,-0.27,0.0,0.161,1,183
"('h5', 'h1', 'util0', 'active0', 'rtt0', 'loss0')",4,-0.09,0.575,-0.27,0.0,0.161,1,184
"('h1', 'h4', 'util1', 'active0', 'rtt6', 'loss0')",3,-0.798,-0.798,-0.69,-0.218,-0.381,4,185
"('h4', 'h1', 'util1', 'active0', 'rtt6', 'loss0')",3,-0.798,-0.798,-0.69,-0.218,-0.381,4,186
"('h2', 'h4', 'util1', 'active0', 'rtt6', 'loss0')",4,-0.786,-0.786,-0.338,0.0,-0.22,1,187
"('h4', 'h2', 'util1', 'active0', 'rtt6', 'loss0')",4,-0.786,-0.786,-0.338,0.0,-0.22,1,188
"('h2', 'h4', 'util2', 'active0', 'rtt6', 'loss0')",3,-0.081,0.771,-0.323,0.205,0.363,4,189
"('h4', 'h2', 'util2', 'active0', 'rtt6', 'loss0')",3,-0.081,0.771,-0.323,0.205,0.363,4,190
"('h1', 'h5', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.113,0.471,-0.261,0.426,0.439,9,191
"('h5', 'h1', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.113,0.471,-0.261,0.426,0.439,9,192
"('h1', 'h5', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.113,0.444,-0.252,0.439,0.44,10,193
"('h5', 'h1', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.113,0.444,-0.252,0.439,0.44,10,194
"('h1', 'h4', 'util2', 'active1', 'rtt6', 'loss0')",4,-0.066,1.0,-0.652,-0.203,0.134,5,195
"('h4', 'h1', 'util2', 'active1', 'rtt6', 'loss0')",4,-0.066,1.0,-0.652,-0.203,0.134,5,196
"('h2', 'h4', 'util2', 'active0', 'rtt0', 'loss0')",3,-0.09,0.698,-0.309,0.347,0.445,11,197
"('h4', 'h2', 'util2', 'active0', 'rtt0', 'loss0')",3,-0.09,0.698,-0.309,0.347,0.445,11,198
"('h1', 'h4', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.794,-0.794,-0.661,0.0,-0.222,1,199
"('h4', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.794,-0.794,-0.661,0.0,-0.222,1,200
"('h2', 'h4', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.104,0.617,-0.297,0.339,0.417,7,201
"('h4', 'h2', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.104,0.617,-0.297,0.339,0.417,7,202
"('h1', 'h5', 'util3', 'active1', 'rtt0', 'loss0')",4,-0.124,-0.124,-0.244,0.482,0.312,7,203
"('h5', 'h1', 'util3', 'active1', 'rtt0', 'loss0')",4,-0.124,-0.124,-0.244,0.482,0.312,6,204
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.085,0.478,-0.235,0.685,0.627,12,205
"('h5', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.085,0.478,-0.235,0.654,0.605,11,206
"('h1', 'h4', 'util3', 'active0', 'rtt6', 'loss0')",3,-0.788,-0.788,-0.668,-0.22,-0.379,6,207
"('h4', 'h1', 'util3', 'active0', 'rtt6', 'loss0')",3,-0.788,-0.788,-0.668,-0.22,-0.379,6,208
"('h2', 'h4', 'util2', 'active1', 'rtt0', 'loss0')",3,-0.113,0.551,-0.286,0.0,0.154,1,209
"('h4', 'h2', 'util2', 'active1', 'rtt0', 'loss0')",3,-0.113,0.551,-0.286,0.0,0.154,1,210
"('h1', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.784,-0.784,-0.675,0.0,-0.22,4,211
"('h4', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.784,-0.784,-0.675,0.0,-0.22,4,212
"('h2', 'h4', 'util1', 'active1', 'rtt0', 'loss0')",3,-0.075,0.631,-0.273,0.0,0.177,1,213
"('h4', 'h2', 'util1', 'active1', 'rtt0', 'loss0')",3,-0.075,0.631,-0.273,0.0,0.177,1,214
"('h1', 'h5', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.102,0.399,-0.227,0.381,0.386,8,215
"('h5', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.102,0.399,-0.227,0.381,0.386,8,216
"('h1', 'h4', 'util1', 'active0', 'rtt6', 'loss0')",4,-0.092,1.0,-0.64,-0.135,0.183,2,217
"('h4', 'h1', 'util1', 'active0', 'rtt6', 'loss0')",4,-0.092,1.0,-0.64,-0.135,0.183,2,218
"('h1', 'h5', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.115,0.337,-0.22,0.44,0.411,12,219
"('h5', 'h1', 'util2', 'active0', 'rtt0', 'loss0')",4,-0.115,0.337,-0.22,0.44,0.411,12,220
